destacado,ccaa,provincia,municipio,mostrar,id,nombre,codigo_ine,titularidad,doble_titu,fin,uso,descripcion,direccion,latitud,longitud,coor_google,foto_1,fuente_1,foto_2,fuente_2,foto_3,fuente_3,participante,anadido
,Ceuta,Ceuta,Ceuta,true,5100101,Puente de Arroyo Paneque,51001,Pública,false,Infraestructuras,Sin uso,"Según explican en <a href=""https://elfarodeceuta.es/arroyo-paneque-obras-fantasma-paralizadas/"" target=""_blank""><i>El Faro de Ceuta</i></a>, las obras consisten en la creación de un puente atirantado para unir zonas que, ""si bien por su situación geográfica se encuentran muy cercanas, están mal comunicadas"". Desde el Centro Territorial de RTVE en Ceuta informan de que el proyectado fue adjuficado a la empresa pública Tragsa. Sin embargo, la guerra de Ucrania desencadenó en una subida considerable del acero y Tragsa afirmaba que no podía seguir la construcción con esos costes, de ahí que vaya a salir de nuevo a licitación. <a href=""https://www.ceutaldia.com/articulo/administracion/viaje-interminable-paseo-obras-pendientes/20200830193206222530.html"" target=""_blank""><i>Ceuta al Día</i></a> cifraba en 2020 en más de ocho millones de euros el presupuesto del puente. Las imágenes de Google Maps, de septiembre de 2022, revelan su paralización.","Calle Rafael Bodego, 51002",35.8887081,-5.3293305,"https://www.google.com/maps/@35.8887081,-5.3293305,3a,75y,130.42h,79.33t/data=!3m7!1e1!3m5!1sm850Gn3yqUSCpaXHmJ3X7g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dm850Gn3yqUSCpaXHmJ3X7g%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D297.20645%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ceuta_1.jpg,Centro Territorial RTVE Ceuta,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ceuta_12.jpg,Centro Territorial RTVE Ceuta,,,DatosRTVE,Previo al lanzamiento del proyecto
,Castilla-La Mancha,Toledo,Toledo,true,4516802,Quixote Crea,45168,Pública,false,Otros,Sin uso,"Desde marzo de 2023, el edificio Quixote Crea pertenece a la Universidad de Castilla-La Mancha (UCLM) y servirá para ampliar los espacios del Campus de Toledo, según explicaba en <a href=""https://www.castillalamancha.es/actualidad/notasdeprensa/el-gobierno-regional-y-la-uclm-suscriben-el-protocolo-para-la-cesi%C3%B3n-del-edificio-%E2%80%98quixote-crea%E2%80%99-la"" target=""_blank"">nota de prensa</a> la Junta de la región. La construcción tiene su origen en el gobierno de José María Barreda, en 2010, con Emiliano García-Page como alcalde de la localidad y con un presupuesto de adjudicación inicial de 35 millones de euros, <a href=""https://www.europapress.es/cultura/noticia-castilla-mancha-barreda-page-colocan-primera-piedra-centro-regional-expresion-artistica-quixote-crea-20100906145146.html  target=""_blank"">según recogía <i>Europa Press</i></a> en aquel entonces. Se creó con la intención de albergar un espacio artístico, pero son muchas las opciones que se han barajado para él en los diez años que lleva parado: El Corte Inglés, cuartel de la Guardia Civil, recinto deportivo, etc.","Avenida General Villalba 2, 45003",39.8680227,-4.0261859,"https://www.google.es/maps/@39.8680227,-4.0261859,3a,75y,206h,102.36t/data=!3m6!1e1!3m4!1sLZmd2l_gyKSH-m3ZVuHxGQ!2e0!7i16384!8i8192?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,Abel,02/06/2023
,Castilla y León,Palencia,Brañosera,true,3403601,Refugio en El Golobar,34036,Pública,false,Residencial turístico/hotelero,Sin uso,"Fuentes del Ayuntamiento de Brañosera relatan que en la década de los años 70 se presentó un proyecto ambicioso para albergar un parador nacional vinculado a la explotación de la nieve. Para ello era necesario construir una carretera de unos ocho kilómetros y el edificio en sí. Ambos se concluyeron (al parador solo le quedaba dotarlo con mobiliario), pero un cambio político motivó en su parón y, con él, la época de vandalismo, robos y destrozos. En la actualidad solo se conserva la estructura metálica, que ""recuerda a un águila a punto de emprender el vuelo"". Según <a href=""https://www.diariodevalderrueda.es/texto-diario/mostrar/4169979/licitacion-redaccion-proyecto-conversion-golobar-branosera-refugio-albergue-turistico"" target=""_blank""><i>Diario de Valderrueda</i></a>, en febrero de 2023, la Diputación de Palencia ha sacado a licitación el contrato para su rehabilitación como refugio y albergue turístico.","PP-2203, 34829",42.967756,-4.3363759,"https://www.google.com/maps/@42.967756,-4.3363759,3a,75y,199.5h,90.36t/data=!3m6!1e1!3m4!1suMgu7qqzU4JhunK0uKnKAQ!2e0!7i13312!8i6656!5m1!1e4",https://rtve.es/contenidos/fotos/datos/2023/hormigon/branosera_1.jpg,Ayuntamiento Brañosera,https://rtve.es/contenidos/fotos/datos/2023/hormigon/branosera_12.jpg,Ayuntamiento Brañosera,,,DatosRTVE,Previo al lanzamiento del proyecto
,Castilla y León,Salamanca,Alba de Tormes,true,3700801,Residencial Alba Marina,37008,Privada,false,Residencial,Sin uso,"El Residencial Alba Marina prometía una urbanización con club náutico, pistas de pádel y piscina cubierta junto al río Tormes. El estado en el que se encuentra, según se recoge en <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y en las imágenes de Google Maps hasta mayo de 2011, es que existe una carretera que llevaría hasta el complejo, pero no se ha construido nada más. Incluso aparece el cartel promocional del proyecto. En 2015, el portal <a href=""https://salamancartvaldia.es/noticia/2015-12-31-alba-marina-un-desproposito-urbanistico-y-empresarial-de-lujo-197079"" target=""_blank""><i>SALAMANCArtv AL DÍA</i></a> escribía un artículo denunciado que lo que quedaba era ""un cementerio de tierra, asfalto y silencio"". Por el momento no se ha obtenido más información por parte del ayuntamiento.","Camino agrícola s/n, 37800",40.8528459,-5.4886666,"https://www.google.com/maps/@40.8528459,-5.4886666,3a,75y,268.59h,80.26t/data=!3m6!1e1!3m4!1ssF4KPc4uumi_98ssKwQNeQ!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla y León,Salamanca,Alba de Tormes,false,3700801,Residencial Alba Marina,37008,Privada,false,Deportivo,Sin uso,"El Residencial Alba Marina prometía una urbanización con club náutico, pistas de pádel y piscina cubierta junto al río Tormes. El estado en el que se encuentra, según se recoge en <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y en las imágenes de Google Maps hasta mayo de 2011, es que existe una carretera que llevaría hasta el complejo, pero no se ha construido nada más. Incluso aparece el cartel promocional del proyecto. En 2015, el portal <a href=""https://salamancartvaldia.es/noticia/2015-12-31-alba-marina-un-desproposito-urbanistico-y-empresarial-de-lujo-197079"" target=""_blank""><i>SALAMANCArtv AL DÍA</i></a> escribía un artículo denunciado que lo que quedaba era ""un cementerio de tierra, asfalto y silencio"". Por el momento no se ha obtenido más información por parte del ayuntamiento.","Camino agrícola s/n, 37800",40.8528459,-5.4886666,"https://www.google.com/maps/@40.8528459,-5.4886666,3a,75y,268.59h,80.26t/data=!3m6!1e1!3m4!1ssF4KPc4uumi_98ssKwQNeQ!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Galicia,Pontevedra,Lalín,true,3602401,Residencial del plan de A Viuda,36024,Privada,false,Residencial,Sin uso,"Según informa <a href=""https://www.farodevigo.es/deza-tabeiros-montes/2022/11/12/venden-645-000-euros-edificio-78452592.html"" target=""_blank""><i>Faro de Vigo</i></a>, el inmueble ha sido adquirido recientemente y la inmobiliaria <a href=""https://www.portalnow.com/es/venta-piso/lalin-municipio"" target=""_blank"">portalnow.com los pone en venta</a>. La extinta empresa Eprovisa preveía la construcción de 300 viviendas en estos terrenos, pero con la crisis de 2008 las obras en este edificio pararon. Vecinos de la zona comentan que el inmueble lleva parado entre 10 y 15 años.","Calle Álvaro Cunqueiro 11, 36500",42.666941,-8.1064958,"https://www.google.com/maps/@42.666941,-8.1064958,3a,75y,39.73h,92.71t/data=!3m6!1e1!3m4!1snM3qhbCjDYT6NB6rN1ZfJw!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/lalin_1.jpg,Anónimo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/lalin_12.jpg,Anónimo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/lalin_13.jpg,Anónimo,DatosRTVE,Previo al lanzamiento del proyecto
,Castilla-La Mancha,Guadalajara,Horche,true,1914301,Residencial Puerta de Horche,19143,Privada,false,Residencial,Uso parcial,"Según se recoge en <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, el Residencial Puerta de Horche pretendía añadir al municipio más de 3.000 nuevos habitantes. Las imágenes en Google Maps, que no van más allá de noviembre de 2009, muestran tan solo la construcción de un pequeño grupo de casas mientras el resto de la extensión aparece abandonada. En la <a href=""http://www.igesplan.com/index.php?option=com_content&view=article&id=159:horche-s18&catid=37:p-urbanismo&Itemid=113"" target=""_blank"">web de Igesplan</a> se muestra el plan del proyecto. Una vecina de la zona confirma que todo sigue como en 2007.","Calle Francisco Vives Camino 28, 19140",40.5747943,-3.0791998,"https://www.google.com/maps/@40.5747464,-3.0791052,3a,75y,36.81h,80.77t/data=!3m6!1e1!3m4!1sbLzQVPUpx8sO1BZ667Yy-A!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/horche_1.jpg,Nuria Pedrero,https://rtve.es/contenidos/fotos/datos/2023/hormigon/horche_12.jpg,Nuria Pedrero,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla-La Mancha,Guadalajara,Horche,false,1914301,Residencial Puerta de Horche,19143,Privada,false,Comercial/ocio,Uso parcial,"Según se recoge en <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, el Residencial Puerta de Horche pretendía añadir al municipio más de 3.000 nuevos habitantes. Las imágenes en Google Maps, que no van más allá de noviembre de 2009, muestran tan solo la construcción de un pequeño grupo de casas mientras el resto de la extensión aparece abandonada. En la <a href=""http://www.igesplan.com/index.php?option=com_content&view=article&id=159:horche-s18&catid=37:p-urbanismo&Itemid=113"" target=""_blank"">web de Igesplan</a> se muestra el plan del proyecto. Una vecina de la zona confirma que todo sigue como en 2007.","Calle Francisco Vives Camino 28, 19140",40.5747943,-3.0791998,"https://www.google.com/maps/@40.5747464,-3.0791052,3a,75y,36.81h,80.77t/data=!3m6!1e1!3m4!1sbLzQVPUpx8sO1BZ667Yy-A!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/horche_1.jpg,Nuria Pedrero,https://rtve.es/contenidos/fotos/datos/2023/hormigon/horche_12.jpg,Nuria Pedrero,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Galicia,A Coruña,O Porto de Espasante (Ortigueira),true,1506101,Residenciales en O Porto de Espasantes,15061,Privada,false,Residencial,Sin uso,"Las imágenes de Google Maps tan solo muestra su estado hasta julio de 2013, pero algunas fuentes comentan que sigue a medio construir y abandonado. Además, mencionan que cerca de la zona figura un cartel de venta donde se informa que la obra fue proyectada en 2010 y el aspecto que iba a tener la urbanización. Por el momento no se conoce más información.","Leira Igrexa, 15339",43.7189648,-7.8056696,"https://www.google.com/maps/@43.7189648,-7.8056696,3a,75y,353.25h,96.99t/data=!3m6!1e1!3m4!1s3wMt2RY-tTYZgKSxbNceRA!2e0!7i13312!8i6656?hl=es",https://rtve.es/contenidos/fotos/datos/2023/hormigon/espasante_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/espasante_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/espasante_13.jpg,,Águeda Bejarano,Previo al lanzamiento del proyecto
,Castilla-La Mancha,Cuenca,Cuenca,true,1607801,Sede CEOE Cepyme,16078,Privada,false,Otros,Sin uso,"Será la futura sede de CEOE Cepyme Cuenca, pero el proyecto lleva parado más de diez años, según explicaba el <a href=""https://ayuntamiento.cuenca.es/noticia/el-pleno-aprueba-la-cesion-de-la-propiedad-de-la-parcela-para-finalizar-el-edificio-de-ceoe-cepyme-cuenca"" target=""_blank"">propio Ayuntamiento de Cuenca</a>. El presidente de CEOE CEPYME en Cuenca, David Peña, asegura que finalizar el edificio les costará ""700.000 euros"", según lo recogido por <a href=""https://www.vocesdecuenca.com/cuenca/ceoe-cepyme-no-entiende-la-demanda-de-ccoo-en-relacion-a-su-nueva-sede-nadie-nos-regala-nada/"" target=""_blank""><i>Voces de Cuenca</i></a>. El sindicato CCOO ha interpuesto una demanda a la cesión por parte del Ayuntamiento de Cuenca del 50% del esqueleto del edificio que hay proyectado en la Ronda Oeste.","Carretera Ronda Oeste, 16004",40.0555117,-2.1305344,"https://www.google.com/maps/@40.0555117,-2.1305344,3a,75y,5.22h,102.5t/data=!3m6!1e1!3m4!1ssQ9U1NfLwYcvYgK8A5240g!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/cuenca_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/cuenca_12.jpg,,,,Manuel Pozo,Previo al lanzamiento del proyecto
,Región de Murcia,Región de Murcia,Abarán,true,3000201,Torre Lucas Abarán,30002,Privada,false,Comercial/ocio,Sin uso,"Conocida como Torre Lucas, está junto a un polígono industrial a las afueras de Abarán que ha crecido parcialmente en los últimos años. Según explican en el <a href=""https://espanabizarra.tumblr.com/post/95362939411/torre-lucas-abaran"" target=""_blank"">blog de <i>España Bizarra</i></a>, iba a ser un edificio de oficinas que empezó a construirse en 2006 y que nunca se estrenó. Las imágenes de Google Maps muestran que desde 2011 parece terminado, aunque se han reportado robos en sus instalaciones. Por el momento no dispone de más información.","RM-403, 30559",38.2163412,-1.3547732,"https://www.google.com/maps/@38.2163412,-1.3547732,3a,75y,127h,98t/data=!3m6!1e1!3m4!1sw7ZG_ZYxi1SmY1qlnnrbDQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/abaran_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/abaran_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/abaran_13.jpg,,Andrea Vionescu,Previo al lanzamiento del proyecto
,Región de Murcia,Región de Murcia,Campos del Río,true,3001401,Trampolin Hills Golf Resort,30014,Privada,false,Residencial,Sin uso,"Varias fases del proyecto Trampolin Hills Golf Resort se desarrollaron sin la calificación del suelo como urbanizable; desde el Ayuntamiento de Campos del Río informan de que ahora todo él ha vuelto a ser rústico. En 2009, la promotora encargada entró en concurso de acreedores y su promotor fue inhabilitado durante siete años en 2019, según explican en <a href=""https://www.laopiniondemurcia.es/municipios/2019/06/29/inhabilitan-promotor-trampolin-hills-durante-34012976.html"" target=""_blank""><i>La Opinión de Murcia</i></a>. Desde el consistorio confirman que el proyecto no se ha retomado y solo quedan en pie un par de viviendas piloto. Las imágenes más recientes en Google son de octubre de 2012, pero en las de octubre de 2008 se pueden ver aún las banderas distintivas de la promotora.",30191,38.0263717,-1.3399072,"https://www.google.com/maps/@38.0263717,-1.3399072,3a,75y,125.71h,71.87t/data=!3m7!1e1!3m5!1sr_jFzvfPNly_lZZVZGW2mw!2e0!5s20121001T000000!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Región de Murcia,Región de Murcia,Campos del Río,false,3001401,Trampolin Hills Golf Resort,30014,Privada,false,Residencial turístico/hotelero,Sin uso,"Varias fases del proyecto Trampolin Hills Golf Resort se desarrollaron sin la calificación del suelo como urbanizable; desde el Ayuntamiento de Campos del Río informan de que ahora todo él ha vuelto a ser rústico. En 2009, la promotora encargada entró en concurso de acreedores y su promotor fue inhabilitado durante siete años en 2019, según explican en <a href=""https://www.laopiniondemurcia.es/municipios/2019/06/29/inhabilitan-promotor-trampolin-hills-durante-34012976.html"" target=""_blank""><i>La Opinión de Murcia</i></a>. Desde el consistorio confirman que el proyecto no se ha retomado y solo quedan en pie un par de viviendas piloto. Las imágenes más recientes en Google son de octubre de 2012, pero en las de octubre de 2008 se pueden ver aún las banderas distintivas de la promotora.",30191,38.0263717,-1.3399072,"https://www.google.com/maps/@38.0263717,-1.3399072,3a,75y,125.71h,71.87t/data=!3m7!1e1!3m5!1sr_jFzvfPNly_lZZVZGW2mw!2e0!5s20121001T000000!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Región de Murcia,Región de Murcia,Campos del Río,false,3001401,Trampolin Hills Golf Resort,30014,Privada,false,Comercial/ocio,Sin uso,"Varias fases del proyecto Trampolin Hills Golf Resort se desarrollaron sin la calificación del suelo como urbanizable; desde el Ayuntamiento de Campos del Río informan de que ahora todo él ha vuelto a ser rústico. En 2009, la promotora encargada entró en concurso de acreedores y su promotor fue inhabilitado durante siete años en 2019, según explican en <a href=""https://www.laopiniondemurcia.es/municipios/2019/06/29/inhabilitan-promotor-trampolin-hills-durante-34012976.html"" target=""_blank""><i>La Opinión de Murcia</i></a>. Desde el consistorio confirman que el proyecto no se ha retomado y solo quedan en pie un par de viviendas piloto. Las imágenes más recientes en Google son de octubre de 2012, pero en las de octubre de 2008 se pueden ver aún las banderas distintivas de la promotora.",30191,38.0263717,-1.3399072,"https://www.google.com/maps/@38.0263717,-1.3399072,3a,75y,125.71h,71.87t/data=!3m7!1e1!3m5!1sr_jFzvfPNly_lZZVZGW2mw!2e0!5s20121001T000000!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Cantabria,Cantabria,Vega de Pas,true,3909701,Túnel de la Engaña,39097,Pública,false,Infraestructuras ,Sin uso,"Según se recoge en <a href=""https://www.lavanguardia.com/historiayvida/historia-contemporanea/20220425/8210413/tunel-engana-naufragio-anunciado.html"" target=""_blank""><i>La Vanguardia</i></a>, el túnel de La Engaña se perfiló en la década de 1940 como la solución para atravesar la cordillera cantábrica y así crear el tramo que uniría Santander con el Mediterráneo. Siete kilómetros separaban Cantabria de Burgos pero, poco antes de acabar con la infraestructura, se suspendió el proyecto. Destacan en <a href=""https://www.burgosconecta.es/provincia/merindades/tunel-engana-puesta-20221111104106-nt.html"" target=""_blank""><i>BURGOSconecta</i></a> que en es la región cántabra donde más esfuerzos se han hecho para poner el valor el túnel, pero el medio <a href=""https://cantabrialiberal.com/opinion/revilla-y-el-psoe-una-mochila-de-plomo-para-la-economia-de-cantabria-por-maria-jose-saenz-de-buruaga-presidenta-del-partido-popular,666058.html"" target=""_blank""><i>Cantabria liberal</i></a> informa de que el Gobierno regional decidió no impulsar la creación de un teleférico en la zona.","Barrio Yera s/n, 39685",43.115524,-3.7418861,"https://www.google.com/maps/place/T%C3%BAnel+de+la+Enga%C3%B1a/@43.115524,-3.7418861,3a,75y,90t/data=!4m6!3m5!1s0xd4ed530275b02d1:0x317b77e7eff04625!8m2!3d43.1158838!4d-3.7420759!16s%2Fm%2F0j446q6",https://rtve.es/contenidos/fotos/datos/2023/hormigon/vegapas_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/vegapas_12.jpg,,,,Enrique Sánchez,Previo al lanzamiento del proyecto
,Aragón,Zaragoza,La Muela,true,5018201,Urbanización Ciudad Zaragoza Golf,50182,Privada,false,Residencial,Uso parcial,"El proyecto Ciudad Zaragoza Golf se pensó para hacer de La Muela una de las localidades más pobladas de la provincia de Zaragoza, solo por detrás de la capital. Las construcciones llevan paradas casi 20 años, según explicaban en el programa de TVE <a href=""https://www.rtve.es/rtve/20191016/comando-actualidad-recorre-restos-del-boom-inmobiliario-10-anos-despues/1982121.shtml"" target=""_blank""><i>Comando actualidad</i></a>. Lo único que se puso en funcionamiento fue el campo de golf y un bloque de pisos, aunque solo una parte de él estaba habitado, tal y como explicaban en 2014 en <a href=""https://www.elperiodicodearagon.com/aragon/2014/10/12/urbanizacion-denuncia-abandono-administracion-47250065.html"" target=""_blank""><i>El Periódico de Aragón</i></a>. Este edificio se vio envuelto en una campaña de desinformación recientemente, tal y como revelaron desde <a href=""https://www.rtve.es/noticias/20230425/foto-falsa-edificio-no-viviendas-sareb-alquiler-social/2441466.shtml"" target=""_blank"">VerificaRTVE</a>.",50196,41.6099932,-1.0567447,"https://www.google.com/maps/@41.6099932,-1.0567447,3a,31.8y,29.93h,91.22t/data=!3m6!1e1!3m4!1szViA3yN941Vp07V-xiqvYQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/lamuela_5.jpg,,,,,,VerificaRTVE,Previo al lanzamiento del proyecto
,Andalucía,Málaga,Estepona,true,2905101,Urbanización Dominion Heights,29051,Privada,false,Residencial,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Las imágenes de satélite de Google Maps, de diciembre de 2022, muestran que la urbanización Dominion Heights sigue abandonada. Vecinos de la zona apuntan a que se quedó parada hace más de 30 años por temas económicos y nunca se llegó a usar, aunque en ocasiones se ha visto a gente utilizándola como escenario de partidas de <i>paintball</i>.",29689,36.4521584,-5.0918455,"https://www.google.com/maps/@36.4519765,-5.0917983,3a,75y,45.42h,91.34t/data=!3m6!1e1!3m4!1shJdrZnLw1gPPaMCU1WkmCg!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/estepona_1.jpg,Lucía Recio,https://rtve.es/contenidos/fotos/datos/2023/hormigon/estepona_12.jpg,Lucía Recio,https://rtve.es/contenidos/fotos/datos/2023/hormigon/estepona_13.jpg,Lucía Recio,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Comunidad Valenciana,Alicante,Dénia,true,0306301,Urbanización El Greco,03063,Privada,false,Residencial,Sin uso,"Aunque ahora se conoce como el ""pueblo fantasma"" de Dénia, son los restos de la Urbanización El Greco, que constaba de más de un centenar de viviendas construidas por una empresa suiza en 1973. Las obras fueron paralizadas por la declaración de Parque Natural del Montgó, zona donde está ubicada (Lloma de Castanyar), lo que obligó a revocar la licencia de construcción que fue concedida en su momento por el ayuntamiento de la localidad. Desde hace tiempo está llena de grafitis, <a href=""https://www.denia.com/el-greco-de-pueblo-fantasma-a-una-peligrosa-galeria-de-arte-grafitero/"" target=""_blank"">como muestran en <i>Dénia.com</i></a>. Desde 2008 pesa una orden de demolición, valorada en 400.000 euros, que ni el Ayuntamiento de Dénia (que concedió la licencia de construcción), ni la Conselleria de Medio Ambiente (responsable de la orden y del parque), ni la constructora (Sefti, junto a Dragados y Construcciones) han asumido, <a href=""https://lamarinaplaza.com/2023/02/13/demolicion-el-greco-denia/"" target=""_blank"">tal y como explican en <i>La Marina Plaza</i></a>.","Carrer Siri, 03700",38.8176757,0.1542833,"https://www.google.com/maps/@38.8215765,0.1577006,3a,15y,191.98h,97t/data=!3m7!1e1!3m5!1s2C3TxJtVIYAByzue4IiNVQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D2C3TxJtVIYAByzue4IiNVQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D231.00938%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,Anónimo,02/06/2023
,Castilla y León,León,Campo y Santibáñez (Cuadros),true,2406101,Urbanización en Campo y Santibáñez,24061,Privada,false,Residencial,Uso parcial,"Según informan desde el Centro Territorial de Castilla y León, se trata de una urbanización que a quedado a medias de construir desde que estalló la burbuja inmobiliaria. Se localiza en Campo y Santibáñez, perteneciente al municipio de Cuadros, y en algunos portales inmobiliarios el proyecto está a la venta. Desde el Ayuntamiento de Cuadros comentan que lleva abandonada desde la crisis de 2008 y que, de la veintena de los inmuebles, solo se vendió uno.","Calle Real, LE-4514, 24610",42.680392,-5.6340504,"https://www.google.com/maps/@42.680392,-5.6340504,3a,75y,78.67h,92.09t/data=!3m6!1e1!3m4!1sVPexQT9bkHE64h39eDmmjQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/cuadros_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/cuadros_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/cuadros_13.jpg,,Carmen Bayón (Centro Territorial RTVE Castilla y León),Previo al lanzamiento del proyecto
,Castilla y León,Ávila,Cuevas del Valle,true,0506601,Urbanización en Cuevas del Valle,05066,Privada,false,Residencial,Sin uso,"Las imágenes de Google Maps, de junio de 2015, muestran que se trata de una hilera de viviendas sin acabar. Desde otros puntos, <a href=""https://www.google.com/maps/@40.2978537,-5.0068858,3a,30.2y,318h,86.82t/data=!3m6!1e1!3m4!1suMy3QnpK0sB7DAENXnU9TA!2e0!7i16384!8i8192?hl=es"" target=""_blank"">como la carretera que transcurre paralela a las edificaciones</a>, se observa que llevan así desde noviembre de 2009 y que su estado se mantiene invariable también en septiembre de 2021. Por el momento no se ha obtenido más información.","Cuesta de los Llanos 50, 05414",40.2980474,-5.0076083,"https://www.google.com/maps/@40.2980474,-5.0076083,3a,75y,31.05h,97.6t/data=!3m6!1e1!3m4!1sJNBfr7iTMZAiC_1FE-jb9A!2e0!7i13312!8i6656?hl=es",https://rtve.es/contenidos/fotos/datos/2023/hormigon/cuevasvalle_1.jpg,,,,,,José Galarón Medina,Previo al lanzamiento del proyecto
destacado,Asturias,Asturias,La Corrada (Soto del Barco),true,3306901,Urbanización en La Corrada,33069,Privada,false,Residencial,Sin uso,"Según cuenta Jaime Pérez, policía local en el concejo de Soto del Barco, las viviendas se ubican entre La Corrada y La Ferrería, en lo que antes fue un prado de uso ganadero. Las casas no cuentan con servicios como alumbrado, red eléctrica o saneamiento. El proyecto se pensó para ""aprovechar el momento económico"", aunque realmente no había tanta demanda de viviendas. Por el momento, comenta Pérez, no suponen ningún peligro y el impacto visual que supone su abandono no es grave ""porque están medio ocultas"". Las imágenes de Google Maps permiten comprobar que en septiembre de 2008 aún había algo de movimiento en la zona.","Carretera del Reguero 2, 33458",43.5244267,-6.0430208,"https://www.google.es/maps/@43.5244267,-6.0430208,3a,75y,198.53h,87.99t/data=!3m7!1e1!3m5!1sQSk7_fZyhb89kbiVeq6Pgg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DQSk7_fZyhb89kbiVeq6Pgg%26cb_client%3Dsearch.revgeo_and_fetch.gps%26w%3D96%26h%3D64%26yaw%3D113.632%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?hl=es&shorturl=1",https://rtve.es/contenidos/fotos/datos/2023/hormigon/lacorrada_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/lacorrada_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/lacorrada_13.jpg,,En Portada (RTVE),Previo al lanzamiento del proyecto
