cod_mun,municipio,ccaa,provincia,d_previo,pob,d_actual,variacion
38045,Tazacorte,Canarias,Santa Cruz de Tenerife,24.04,3451,24.04,12.100000000000001
29089,Teba,Andalucía,Málaga,35.34,3109,35.34,31.900000000000002
38046,Tegueste,Canarias,Santa Cruz de Tenerife,38.77,9497,38.77,4.4
35024,Teguise,Canarias,Las Palmas,25.26,15804,25.26,108.9
08281,Teià,Cataluña,Barcelona,36.24,5049,36.24,16.5
09378,Tejada,Castilla y León,Burgos,47.05,34,47.05,12.100000000000001
16205,Tejadillos,Castilla-La Mancha,Cuenca,0,94,0,53.900000000000006
42183,Tejado,Castilla y León,Soria,49.43,89,49.43,92.4
35025,Tejeda,Canarias,Las Palmas,30.53,1677,30.53,30.800000000000004
10181,Tejeda de Tiétar,Extremadura,Cáceres,37.42,683,37.42,82.5
37320,Tejeda y Segoyuela,Castilla y León,Salamanca,43.75,80,43.75,2.2
35026,Telde,Canarias,Las Palmas,29.5,85647,29.5,44
22227,Tella-Sin,Aragón,Huesca,0,179,0,18.700000000000003
45166,Tembleque,Castilla-La Mancha,Toledo,51.92,1548,51.92,107.80000000000001
19266,Tendilla,Castilla-La Mancha,Guadalajara,44.26,225,44.26,62.7
37321,Tenebrón,Castilla y León,Salamanca,55.64,124,55.64,2.2
15082,Teo,Galicia,A Coruña,39.92,15739,39.92,3.3000000000000003
12110,Teresa,Comunidad Valenciana,Castellón/Castelló,47.39,210,47.39,22
46239,Teresa de Cofrentes,Comunidad Valenciana,Valencia/València,54.93,429,54.93,14.3
35027,Teror,Canarias,Las Palmas,31.81,10946,31.81,101.2
04091,Terque,Andalucía,Almería,58.96,285,58.96,15.400000000000002
17196,Terrades,Cataluña,Girona,33.56,263,33.56,105.60000000000001
37322,Terradillos,Castilla y León,Salamanca,33.95,2414,33.95,108.9
09380,Terradillos de Esgueva,Castilla y León,Burgos,0,58,0,14.3
08279,Terrassa,Cataluña,Barcelona,33.59,159942,33.59,34.1
46240,Terrateig,Comunidad Valenciana,Valencia/València,50,219,50,61.60000000000001
50253,Terrer,Aragón,Zaragoza,52.44,368,52.44,24.200000000000003
44215,Terriente,Aragón,Teruel,34.97,180,34.97,15.400000000000002
13081,Terrinches,Castilla-La Mancha,Ciudad Real,40.48,521,40.48,86.9
26147,Terroba,La Rioja,La Rioja,40,33,40,51.7
44216,Teruel,Aragón,Teruel,39.85,26806,39.85,105.60000000000001
19267,Terzaga,Castilla-La Mancha,Guadalajara,55.55,18,55.55,2.2
03128,Teulada,Comunidad Valenciana,Alicante/Alacant,29.6,4597,29.6,14.3
33072,Teverga,Asturias,Asturias,35.27,1402,35.27,63.800000000000004
08282,Tiana,Cataluña,Barcelona,33.5,7121,33.5,61.60000000000001
03129,Tibi,Comunidad Valenciana,Alicante/Alacant,41.3,1371,41.3,91.30000000000001
31228,Tiebas-Muruarte de Reta,Navarra,Navarra,36.93,526,36.93,103.4
47163,Tiedra,Castilla y León,Valladolid,57.77,270,57.77,19.8
28146,Tielmes,Madrid,Madrid,41.59,1886,41.59,11
50254,Tierga,Aragón,Zaragoza,0,165,0,34.1
22228,Tierz,Aragón,Huesca,41.61,591,41.61,73.7
19268,Tierzo,Castilla-La Mancha,Guadalajara,31.03,29,31.03,34.1
38047,Tijarafe,Canarias,Santa Cruz de Tenerife,31.3,1800,31.3,62.7
16206,Tinajas,Castilla-La Mancha,Cuenca,52.32,171,52.32,41.800000000000004
35029,Tinajo,Canarias,Las Palmas,24.84,4866,24.84,55.00000000000001
33073,Tineo,Asturias,Asturias,29.51,7567,29.51,14.3
09381,Tinieblas de la Sierra,Castilla y León,Burgos,43.47,23,43.47,40.7
31229,Tirapu,Navarra,Navarra,0,47,0,77
26148,Tirgo,La Rioja,La Rioja,54.22,141,54.22,24.200000000000003
46241,Titaguas,Comunidad Valenciana,Valencia/València,45.82,418,45.82,57.2
28147,Titulcia,Madrid,Madrid,42.27,1030,42.27,62.7
25222,Tiurana,Cataluña,Lleida,31.66,60,31.66,50.6
43149,Tivenys,Cataluña,Tarragona,40.55,680,40.55,90.2
43150,Tivissa,Cataluña,Tarragona,38.94,1208,38.94,97.9
10904,Tiétar,Extremadura,Cáceres,29.69,697,29.69,17.6
05242,Tiñosillos,Castilla y León,Ávila,57.03,660,57.03,20.900000000000002
09382,Tobar,Castilla y León,Burgos,70.37,27,70.37,104.50000000000001
02074,Tobarra,Castilla-La Mancha,Albacete,37.43,5741,37.43,56.1
50255,Tobed,Aragón,Zaragoza,47.3,164,47.3,52.800000000000004
26149,Tobía,La Rioja,La Rioja,0,36,0,2.2
41092,Tocina,Andalucía,Sevilla,32.36,7556,32.36,96.80000000000001
12112,Todolella,Comunidad Valenciana,Castellón/Castelló,37.9,104,37.9,19.8
12113,Toga,Comunidad Valenciana,Castellón/Castelló,63.04,89,63.04,47.300000000000004
05243,Tolbaños,Castilla y León,Ávila,42.3,78,42.3,97.9
45168,Toledo,Castilla-La Mancha,Toledo,43.89,63183,43.89,23.1
03130,Tollos,Comunidad Valenciana,Alicante/Alacant,54.28,34,54.28,78.10000000000001
40201,Tolocirio,Castilla y León,Segovia,63.33,30,63.33,22
20071,Tolosa,País Vasco,Gipuzkoa,39.36,15036,39.36,94.60000000000001
29090,Tolox,Andalucía,Málaga,32.85,1659,32.85,52.800000000000004
22229,Tolva,Aragón,Huesca,40,108,40,88
41093,Tomares,Andalucía,Sevilla,43.83,19647,43.83,56.1
13082,Tomelloso,Castilla-La Mancha,Ciudad Real,34.13,25923,34.13,53.900000000000006
36054,Tomiño,Galicia,Pontevedra,37.55,11307,37.55,45.1
08283,Tona,Cataluña,Barcelona,27.74,6304,27.74,68.2
37323,Topas,Castilla y León,Salamanca,38.02,455,38.02,60.50000000000001
15083,Toques,Galicia,A Coruña,39.55,980,39.55,34.1
24168,Toral de los Guzmanes,Castilla y León,León,44.16,402,44.16,38.5
24206,Villadecanes-Toral de los Vados,Castilla y León,León,40,1531,40,59.400000000000006
47164,Tordehumos,Castilla y León,Valladolid,58.38,312,58.38,77
19271,Tordellego,Castilla-La Mancha,Guadalajara,36.84,35,36.84,44
19270,Tordelrábano,Castilla-La Mancha,Guadalajara,100,11,100,108.9
08284,Tordera,Cataluña,Barcelona,26.05,13613,26.05,14.3
47165,Tordesillas,Castilla y León,Valladolid,43.64,6861,43.64,75.9
19272,Tordesilos,Castilla-La Mancha,Guadalajara,63.23,65,63.23,52.800000000000004
37324,Tordillos,Castilla y León,Salamanca,51.65,302,51.65,42.900000000000006
15084,Tordoia,Galicia,A Coruña,41.12,2837,41.12,63.800000000000004
09384,Tordómar,Castilla y León,Burgos,55.11,254,55.11,102.30000000000001
08285,Torelló,Cataluña,Barcelona,28.21,10478,28.21,92.4
24169,Toreno,Castilla y León,León,41.19,2597,41.19,49.50000000000001
19274,Torija,Castilla-La Mancha,Guadalajara,36.53,1081,36.53,23.1
10182,Toril,Extremadura,Cáceres,32.43,108,32.43,64.9
44217,Toril y Masegoso,Aragón,Teruel,0,31,0,37.400000000000006
22230,Torla-Ordesa,Aragón,Huesca,0,299,0,49.50000000000001
42184,Torlengua,Castilla y León,Soria,66.66,45,66.66,8.8
26150,Tormantos,La Rioja,La Rioja,56.84,94,56.84,24.200000000000003
05244,Tormellas,Castilla y León,Ávila,60,35,60,45.1
03131,Tormos,Comunidad Valenciana,Alicante/Alacant,51.91,165,51.91,96.80000000000001
44218,Tormón,Aragón,Teruel,50,30,50,5.5
25225,Tornabous,Cataluña,Lleida,27.86,520,27.86,29.700000000000003
05245,Tornadizos de Ávila,Castilla y León,Ávila,43.18,384,43.18,11
10183,Tornavacas,Extremadura,Cáceres,29.97,883,29.97,71.5
44219,Tornos,Aragón,Teruel,45.91,157,45.91,60.50000000000001
49219,Toro,Castilla y León,Zamora,36.86,6816,36.86,53.900000000000006
34182,Torquemada,Castilla y León,Palencia,52.58,748,52.58,83.60000000000001
16209,Torralba,Castilla-La Mancha,Cuenca,64.34,112,64.34,23.1
22232,Torralba de Aragón,Aragón,Huesca,48.75,80,48.75,101.2
13083,Torralba de Calatrava,Castilla-La Mancha,Ciudad Real,32.66,2432,32.66,17.6
45169,Torralba de Oropesa,Castilla-La Mancha,Toledo,40,163,40,89.10000000000001
50257,Torralba de Ribota,Aragón,Zaragoza,49.01,151,49.01,52.800000000000004
50256,Torralba de los Frailes,Aragón,Zaragoza,40.32,61,40.32,52.800000000000004
44220,Torralba de los Sisones,Aragón,Teruel,50,116,50,53.900000000000006
12116,Torralba del Pinar,Comunidad Valenciana,Castellón/Castelló,54.38,57,54.38,95.7
31230,Torralba del Río,Navarra,Navarra,50,87,50,59.400000000000006
50258,Torralbilla,Aragón,Zaragoza,42.1,38,42.1,19.8
11036,Torre Alháquime,Andalucía,Cádiz,31.55,673,31.55,83.60000000000001
40206,Torre Val de San Pedro,Castilla y León,Segovia,56.96,156,56.96,81.4
44223,Torre de Arcas,Aragón,Teruel,47.88,71,47.88,35.2
10187,Torre de Don Miguel,Extremadura,Cáceres,34.33,399,34.33,23.1
47169,Torre de Esgueva,Castilla y León,Valladolid,62.9,60,62.9,24.200000000000003
13084,Torre de Juan Abad,Castilla-La Mancha,Ciudad Real,46.93,816,46.93,64.9
06131,Torre de Miguel Sesmero,Extremadura,Badajoz,41.22,1048,41.22,69.30000000000001
47170,Torre de Peñafiel,Castilla y León,Valladolid,40,49,40,47.300000000000004
10188,Torre de Santa María,Extremadura,Cáceres,43.59,482,43.59,78.10000000000001
44224,Torre de las Arcas,Aragón,Teruel,35.29,17,35.29,37.400000000000006
24170,Torre del Bierzo,Castilla y León,León,38.7,1651,38.7,31.900000000000002
19279,Torre del Burgo,Castilla-La Mancha,Guadalajara,48.64,56,48.64,35.2
44225,Torre del Compte,Aragón,Teruel,43.92,103,43.92,5.5
26153,Torre en Cameros,La Rioja,La Rioja,100,8,100,41.800000000000004
22233,Torre la Ribera,Aragón,Huesca,33.33,81,33.33,3.3000000000000003
44227,Torre los Negros,Aragón,Teruel,53.73,67,53.73,110.00000000000001
18178,Torre-Cardela,Andalucía,Granada,42.2,658,42.2,60.50000000000001
30037,Torre-Pacheco,Murcia,Murcia,34.54,21678,34.54,16.5
25233,Torre-serona,Cataluña,Lleida,33.12,318,33.12,9.9
40202,Torreadrada,Castilla y León,Segovia,60.86,46,60.86,3.3000000000000003
46242,Torrebaja,Comunidad Valenciana,Valencia/València,46.25,315,46.25,36.300000000000004
25226,Torrebesses,Cataluña,Lleida,27.87,226,27.87,26.400000000000002
42185,Torreblacos,Castilla y León,Soria,61.53,26,61.53,48.400000000000006
12117,Torreblanca,Comunidad Valenciana,Castellón/Castelló,42.31,3558,42.31,48.400000000000006
23085,Torreblascopedro,Andalucía,Jaén,37.32,2106,37.32,80.30000000000001
40203,Torrecaballeros,Castilla y León,Segovia,44.83,1129,44.83,67.10000000000001
14062,Torrecampo,Andalucía,Córdoba,42.05,904,42.05,17.6
12118,Torrechiva,Comunidad Valenciana,Castellón/Castelló,54.44,90,54.44,34.1
44221,Torrecilla de Alcañiz,Aragón,Teruel,52.39,376,52.39,23.1
47166,Torrecilla de la Abadesa,Castilla y León,Valladolid,56.88,224,56.88,107.80000000000001
45170,Torrecilla de la Jara,Castilla-La Mancha,Toledo,45.22,197,45.22,22
47167,Torrecilla de la Orden,Castilla y León,Valladolid,57.27,218,57.27,90.2
47168,Torrecilla de la Torre,Castilla y León,Valladolid,51.85,27,51.85,68.2
10185,Torrecilla de los Ángeles,Extremadura,Cáceres,36.86,563,36.86,42.900000000000006
09386,Torrecilla del Monte,Castilla y León,Burgos,47.61,63,47.61,83.60000000000001
40204,Torrecilla del Pinar,Castilla y León,Segovia,50.36,137,50.36,44
44222,Torrecilla del Rebollar,Aragón,Teruel,0,114,0,58.300000000000004
26151,Torrecilla en Cameros,La Rioja,La Rioja,50.48,403,50.48,90.2
26152,Torrecilla sobre Alesanco,La Rioja,La Rioja,53.12,30,53.12,47.300000000000004
10186,Torrecillas de la Tiesa,Extremadura,Cáceres,47.07,903,47.07,17.6
19277,Torrecuadrada de Molina,Castilla-La Mancha,Guadalajara,45,20,45,18.700000000000003
19278,Torrecuadradilla,Castilla-La Mancha,Guadalajara,65.38,26,65.38,6.6000000000000005
23086,Torredelcampo,Andalucía,Jaén,34.18,11274,34.18,66
43153,Torredembarra,Cataluña,Tarragona,33.42,12139,33.42,105.60000000000001
23087,Torredonjimeno,Andalucía,Jaén,39.07,10910,39.07,45.1
25228,Torrefarrera,Cataluña,Lleida,25.58,3348,25.58,106.7
25907,Torrefeta i Florejacs,Cataluña,Lleida,32.51,485,32.51,91.30000000000001
09387,Torregalindo,Castilla y León,Burgos,55.1,98,55.1,96.80000000000001
49221,Torregamones,Castilla y León,Zamora,27.45,202,27.45,101.2
25230,Torregrossa,Cataluña,Lleida,31.99,1512,31.99,106.7
50259,Torrehermosa,Aragón,Zaragoza,29.41,68,29.41,103.4
40205,Torreiglesias,Castilla y León,Segovia,56.88,219,56.88,3.3000000000000003
10189,Torrejoncillo,Extremadura,Cáceres,36.27,2398,36.27,28.6
16211,Torrejoncillo del Rey,Castilla-La Mancha,Cuenca,53.31,315,53.31,40.7
28148,Torrejón de Ardoz,Madrid,Madrid,39.52,94110,39.52,101.2
28150,Torrejón de Velasco,Madrid,Madrid,39.25,3672,39.25,36.300000000000004
28149,Torrejón de la Calzada,Madrid,Madrid,38.17,7075,38.17,93.50000000000001
19280,Torrejón del Rey,Castilla-La Mancha,Guadalajara,36.24,4227,36.24,77
10190,Torrejón el Rubio,Extremadura,Cáceres,35.68,491,35.68,39.6
44226,Torrelacárcel,Aragón,Teruel,53.04,114,53.04,80.30000000000001
28151,Torrelaguna,Madrid,Madrid,42.48,3466,42.48,14.3
25231,Torrelameu,Cataluña,Lleida,29.29,479,29.29,41.800000000000004
50260,Torrelapaja,Aragón,Zaragoza,55.17,29,55.17,19.8
09388,Torrelara,Castilla y León,Burgos,0,32,0,29.700000000000003
39087,Torrelavega,Cantabria,Cantabria,46.69,40822,46.69,18.700000000000003
08287,Torrelavit,Cataluña,Barcelona,37.42,1106,37.42,3.3000000000000003
46243,Torrella,Comunidad Valenciana,Valencia/València,56.91,123,56.91,106.7
50261,Torrellas,Aragón,Zaragoza,55.38,194,55.38,93.50000000000001
08288,Torrelles de Foix,Cataluña,Barcelona,28.44,1852,28.44,108.9
08289,Torrelles de Llobregat,Cataluña,Barcelona,32.01,4674,32.01,64.9
47171,Torrelobatón,Castilla y León,Valladolid,52.07,360,52.07,56.1
28152,Torrelodones,Madrid,Madrid,50.65,18489,50.65,50.6
03132,Torremanzanas/la Torre de les Maçanes,Comunidad Valenciana,Alicante/Alacant,47.97,553,47.97,83.60000000000001
06132,Torremayor,Extremadura,Badajoz,35.21,866,35.21,9.9
06133,Torremejía,Extremadura,Badajoz,36.77,1778,36.77,110.00000000000001
10191,Torremenga,Extremadura,Cáceres,42.1,513,42.1,62.7
10192,Torremocha,Extremadura,Cáceres,48.1,701,48.1,72.60000000000001
19281,Torremocha de Jadraque,Castilla-La Mancha,Guadalajara,38.09,21,38.09,39.6
28153,Torremocha de Jarama,Madrid,Madrid,43.65,875,43.65,41.800000000000004
44228,Torremocha de Jiloca,Aragón,Teruel,44.18,85,44.18,15.400000000000002
19282,Torremocha del Campo,Castilla-La Mancha,Guadalajara,41.13,148,41.13,37.400000000000006
19283,Torremocha del Pinar,Castilla-La Mancha,Guadalajara,36.66,30,36.66,19.8
19284,Torremochuela,Castilla-La Mancha,Guadalajara,75,8,75,57.2
29901,Torremolinos,Andalucía,Málaga,35.77,46302,35.77,22
26154,Torremontalbo,La Rioja,La Rioja,85.71,7,85.71,36.300000000000004
34184,Torremormojón,Castilla y León,Palencia,50,38,50,11
17197,Torrent,Cataluña,Girona,38.93,129,38.93,59.400000000000006
46244,Torrent,Comunidad Valenciana,Valencia/València,40.75,62039,40.75,49.50000000000001
22234,Torrente de Cinca,Aragón,Huesca,34.81,725,34.81,7.700000000000001
13085,Torrenueva,Castilla-La Mancha,Ciudad Real,46.45,2171,46.45,56.1
18916,Torrenueva Costa,Andalucía,Granada,31.46,2121,31.46,105.60000000000001
10193,Torreorgaz,Extremadura,Cáceres,42.05,1406,42.05,40.7
09389,Torrepadre,Castilla y León,Burgos,47.61,62,47.61,108.9
23088,Torreperogil,Andalucía,Jaén,36.3,5939,36.3,29.700000000000003
10194,Torrequemada,Extremadura,Cáceres,57.69,512,57.69,104.50000000000001
23090,Torres,Andalucía,Jaén,39.33,1116,39.33,7.700000000000001
46245,Torres Torres,Comunidad Valenciana,Valencia/València,43.89,596,43.89,82.5
44229,Torres de Albarracín,Aragón,Teruel,54.22,141,54.22,99.00000000000001
23091,Torres de Albánchez,Andalucía,Jaén,49.68,638,49.68,82.5
22235,Torres de Alcanadre,Aragón,Huesca,57.14,84,57.14,85.80000000000001
22236,Torres de Barbués,Aragón,Huesca,48.68,227,48.68,90.2
50262,Torres de Berrellén,Aragón,Zaragoza,43.61,1197,43.61,24.200000000000003
25232,Torres de Segre,Cataluña,Lleida,29.87,1324,29.87,102.30000000000001
28154,Torres de la Alameda,Madrid,Madrid,42.92,5699,42.92,1.1
49222,Torres del Carrizal,Castilla y León,Zamora,39.37,353,39.37,22
31231,Torres del Río,Navarra,Navarra,42.26,97,42.26,52.800000000000004
09390,Torresandino,Castilla y León,Burgos,45.93,511,45.93,52.800000000000004
47172,Torrescárcela,Castilla y León,Valladolid,62.4,132,62.4,33
37327,Torresmenudas,Castilla y León,Salamanca,59.65,176,59.65,73.7
44230,Torrevelilla,Aragón,Teruel,43.47,137,43.47,58.300000000000004
03133,Torrevieja,Comunidad Valenciana,Alicante/Alacant,32.12,41971,32.12,1.1
45172,Torrico,Castilla-La Mancha,Toledo,35.36,622,35.36,34.1
44231,Torrijas,Aragón,Teruel,58.06,31,58.06,80.30000000000001
50263,Torrijo de la Cañada,Aragón,Zaragoza,45.29,164,45.29,13.200000000000001
44232,Torrijo del Campo,Aragón,Teruel,43.82,353,43.82,56.1
45173,Torrijos,Castilla-La Mancha,Toledo,37.54,9864,37.54,75.9
17198,Torroella de Fluvià,Cataluña,Girona,34.32,463,34.32,2.2
17199,Torroella de Montgrí,Cataluña,Girona,27.91,7336,27.91,66
43154,Torroja del Priorat,Cataluña,Tarragona,52.72,109,52.72,63.800000000000004
29091,Torrox,Andalucía,Málaga,33.41,10831,33.41,107.80000000000001
19285,Torrubia,Castilla-La Mancha,Guadalajara,50,24,50,64.9
42187,Torrubia de Soria,Castilla y León,Soria,57.4,54,57.4,53.900000000000006
16212,Torrubia del Campo,Castilla-La Mancha,Cuenca,0,252,0,94.60000000000001
16213,Torrubia del Castillo,Castilla-La Mancha,Cuenca,54.28,35,54.28,58.300000000000004
17200,Tortellà,Cataluña,Girona,38.62,631,38.62,40.7
43155,Tortosa,Cataluña,Tarragona,30.11,22755,30.11,60.50000000000001
19287,Tortuera,Castilla-La Mancha,Guadalajara,54.62,117,54.62,92.4
19288,Tortuero,Castilla-La Mancha,Guadalajara,78.26,23,78.26,39.6
18179,Torvizcón,Andalucía,Granada,31.04,459,31.04,4.4
25223,Torà,Cataluña,Lleida,34.07,900,34.07,60.50000000000001
12114,Torás,Comunidad Valenciana,Castellón/Castelló,43.43,220,43.43,24.200000000000003
09392,Tosantos,Castilla y León,Burgos,60.41,48,60.41,18.700000000000003
17201,Toses,Cataluña,Girona,0,150,0,89.10000000000001
50264,Tosos,Aragón,Zaragoza,42.55,131,42.55,49.50000000000001
17202,Tossa de Mar,Cataluña,Girona,29.41,3982,29.41,39.6
29092,Totalán,Andalucía,Málaga,41.46,613,41.46,101.2
30039,Totana,Murcia,Murcia,33.31,22559,33.31,25.3
45174,Totanés,Castilla-La Mancha,Toledo,0,297,0,85.80000000000001
15085,Touro,Galicia,A Coruña,37.76,3007,37.76,94.60000000000001
46246,Tous,Comunidad Valenciana,Valencia/València,51.21,1110,51.21,73.7
32081,Toén,Galicia,Ourense,49.18,1987,49.18,89.10000000000001
27061,Trabada,Galicia,Lugo,47.36,967,47.36,8.8
24171,Trabadelo,Castilla y León,León,28.84,311,28.84,74.80000000000001
37328,Trabanca,Castilla y León,Salamanca,55.71,139,55.71,93.50000000000001
49223,Trabazos,Castilla y León,Zamora,50.13,681,50.13,37.400000000000006
16215,Tragacete,Castilla-La Mancha,Cuenca,48.1,236,48.1,106.7
12121,Traiguera,Comunidad Valenciana,Castellón/Castelló,54.21,985,54.21,83.60000000000001
44234,Tramacastiel,Aragón,Teruel,49.12,57,49.12,68.2
44235,Tramacastilla,Aragón,Teruel,42,100,42,15.400000000000002
22239,Tramaced,Aragón,Huesca,50.57,84,50.57,51.7
06134,Trasierra,Extremadura,Badajoz,26.83,518,26.83,22
32082,Trasmiras,Galicia,Ourense,46.32,1092,46.32,103.4
50265,Trasmoz,Aragón,Zaragoza,56.33,71,56.33,19.8
50266,Trasobares,Aragón,Zaragoza,42.47,112,42.47,16.5
47173,Traspinedo,Castilla y León,Valladolid,43.86,992,43.86,91.30000000000001
15086,Trazo,Galicia,A Coruña,40.09,2598,40.09,79.2
19289,Traíd,Castilla-La Mancha,Guadalajara,64.7,17,64.7,110.00000000000001
11037,Trebujena,Andalucía,Cádiz,38.1,5691,38.1,22
49224,Trefacio,Castilla y León,Zamora,53.74,145,53.74,100.10000000000001
37329,Tremedal de Tormes,Castilla y León,Salamanca,48.48,33,48.48,92.4
25234,Tremp,Cataluña,Lleida,27.31,4182,27.31,101.2
28903,Tres Cantos,Madrid,Madrid,50.38,38886,50.38,9.9
40207,Trescasas,Castilla y León,Segovia,56.6,855,56.6,26.400000000000002
16216,Tresjuncos,Castilla-La Mancha,Cuenca,54.33,252,54.33,58.300000000000004
09394,Trespaderne,Castilla y León,Burgos,41.12,612,41.12,74.80000000000001
39088,Tresviso,Cantabria,Cantabria,69.38,49,69.38,42.900000000000006
26155,Treviana,La Rioja,La Rioja,55.55,135,55.55,95.7
18180,Trevélez,Andalucía,Granada,26.56,604,26.56,36.300000000000004
27062,Triacastela,Galicia,Lugo,41.04,533,41.04,99.00000000000001
16217,Tribaldos,Castilla-La Mancha,Cuenca,61.44,83,61.44,61.60000000000001
26157,Tricio,La Rioja,La Rioja,50.51,283,50.51,7.700000000000001
21070,Trigueros,Andalucía,Huelva,29.96,6434,29.96,108.9
47174,Trigueros del Valle,Castilla y León,Valladolid,53.98,274,53.98,25.3
19290,Trijueque,Castilla-La Mancha,Guadalajara,36.24,1075,36.24,85.80000000000001
19291,Trillo,Castilla-La Mancha,Guadalajara,39.85,1193,39.85,42.900000000000006
34185,Triollo,Castilla y León,Palencia,28.98,69,28.98,108.9
44236,Tronchón,Aragón,Teruel,36.84,56,36.84,100.10000000000001
24172,Truchas,Castilla y León,León,42.44,375,42.44,90.2
48087,Trucios-Turtzioz,País Vasco,Bizkaia,48.08,442,48.08,99.00000000000001
06135,Trujillanos,Extremadura,Badajoz,42.68,1127,42.68,33
10195,Trujillo,Extremadura,Cáceres,37.55,7263,37.55,52.800000000000004
42188,Trévago,Castilla y León,Soria,48.83,42,48.83,95.7
09395,Tubilla del Agua,Castilla y León,Burgos,52.99,117,52.99,63.800000000000004
09396,Tubilla del Lago,Castilla y León,Burgos,48.95,141,48.95,81.4
39089,Tudanca,Cantabria,Cantabria,44.2,138,44.2,104.50000000000001
31232,Tudela,Navarra,Navarra,41.37,25889,41.37,106.7
47175,Tudela de Duero,Castilla y León,Valladolid,42.68,7006,42.68,14.3
26158,Tudelilla,La Rioja,La Rioja,43.84,239,43.84,48.400000000000006
36055,Tui,Galicia,Pontevedra,41.57,13806,41.57,103.4
35030,Tuineje,Canarias,Las Palmas,20.15,10766,20.15,50.6
31233,Tulebras,Navarra,Navarra,59.04,102,59.04,81.4
24173,Turcia,Castilla y León,León,44.7,878,44.7,11
45175,Turleque,Castilla-La Mancha,Toledo,55.31,535,55.31,88
04093,Turre,Andalucía,Almería,27.29,1971,27.29,103.4
04094,Turrillas,Andalucía,Almería,49.1,223,49.1,40.7
40208,Turégano,Castilla y León,Segovia,49.38,721,49.38,67.10000000000001
46248,Turís,Comunidad Valenciana,Valencia/València,41.18,5359,41.18,107.80000000000001
18181,Turón,Andalucía,Granada,47.56,159,47.56,83.60000000000001
46247,Tuéjar,Comunidad Valenciana,Valencia/València,41.92,1009,41.92,4.4
03127,Tàrbena,Comunidad Valenciana,Alicante/Alacant,0,354,0,45.1
25217,Tàrrega,Cataluña,Lleida,28.03,11336,28.03,93.50000000000001
49214,Tábara,Castilla y León,Zamora,47.86,653,47.86,102.30000000000001
06129,Táliga,Extremadura,Badajoz,35.29,560,35.29,86.9
34180,Támara de Campos,Castilla y León,Palencia,47.76,67,47.76,68.2
16204,Tébar,Castilla-La Mancha,Cuenca,48.75,238,48.75,5.5
25220,Térmens,Cataluña,Lleida,32.24,977,32.24,34.1
35028,Tías,Canarias,Las Palmas,23.86,10939,23.86,25.3
04092,Tíjola,Andalucía,Almería,39.02,2764,39.02,97.9
12111,Tírig,Comunidad Valenciana,Castellón/Castelló,61.22,317,61.22,44
25221,Tírvia,Cataluña,Lleida,46.21,119,46.21,41.800000000000004
19286,Tórtola de Henares,Castilla-La Mancha,Guadalajara,39.86,895,39.86,69.30000000000001
05246,Tórtoles,Castilla y León,Ávila,0,35,0,64.9
09391,Tórtoles de Esgueva,Castilla y León,Burgos,51.1,293,51.1,30.800000000000004
48088,Ubide,País Vasco,Bizkaia,49.61,126,49.61,71.5
11038,Ubrique,Andalucía,Cádiz,40.57,13321,40.57,110.00000000000001
31234,Ucar,Navarra,Navarra,40.9,153,40.9,34.1
19293,Uceda,Castilla-La Mancha,Guadalajara,39.56,2392,39.56,73.7
42189,Ucero,Castilla y León,Soria,53.42,66,53.42,100.10000000000001
16218,Uclés,Castilla-La Mancha,Cuenca,0,195,0,42.900000000000006
39090,Udías,Cantabria,Cantabria,44.25,793,44.25,77
48065,Ugao-Miraballes,País Vasco,Bizkaia,44.5,3227,44.5,38.5
45176,Ugena,Castilla-La Mancha,Toledo,33.98,4281,33.98,35.2
18182,Ugíjar,Andalucía,Granada,30.91,1919,30.91,92.4
31123,Uharte Arakil,Navarra,Navarra,35.42,607,35.42,110.00000000000001
19294,Ujados,Castilla-La Mancha,Guadalajara,27.77,18,27.77,6.6000000000000005
31235,Ujué/Uxue,Navarra,Navarra,0,150,0,100.10000000000001
30040,Ulea,Murcia,Murcia,51.42,695,51.42,89.10000000000001
04095,Uleila del Campo,Andalucía,Almería,31.63,640,31.63,105.60000000000001
08290,Ullastrell,Cataluña,Barcelona,35.15,1639,35.15,86.9
17205,Ullastret,Cataluña,Girona,32.22,200,32.22,38.5
43156,Ulldecona,Cataluña,Tarragona,29.92,3964,29.92,60.50000000000001
43157,Ulldemolins,Cataluña,Tarragona,42.28,350,42.28,55.00000000000001
17204,Ullà,Cataluña,Girona,31.24,641,31.24,75.9
17203,Ultramort,Cataluña,Girona,30.96,152,30.96,82.5
31236,Ultzama,Navarra,Navarra,32.39,1308,32.39,16.5
41094,Umbrete,Andalucía,Sevilla,35.49,7021,35.49,107.80000000000001
05249,Umbrías,Castilla y León,Ávila,42.55,94,42.55,12.100000000000001
50267,Uncastillo,Aragón,Zaragoza,43.86,554,43.86,72.60000000000001
31237,Unciti,Navarra,Navarra,51,199,51,18.700000000000003
50268,Undués de Lerda,Aragón,Zaragoza,0,44,0,45.1
31238,Unzué/Untzue,Navarra,Navarra,52.55,134,52.55,35.2
45177,Urda,Castilla-La Mancha,Toledo,45.83,1916,45.83,6.6000000000000005
31239,Urdazubi/Urdax,Navarra,Navarra,40.19,295,40.19,23.1
31240,Urdiain,Navarra,Navarra,39.08,526,39.08,12.100000000000001
