OBJECTID,Identifica,X,Y,Comunidad,Provincia_isla,Municipio,nombre_completo,nombre_mun,slider_equipamiento,slider_ocupacion,filtro_accesible_sillas_ruedas,filtro_aseos,filtro_alquiler_sombrillas_hamacas,filtro_aparcamiento,filtro_chiringuito,filtro_duchas_lavapies,ficha_duchas,ficha_lavapies,filtro_socorrista,filtro_zona_infantil,ficha_papeleras,filtro_aguas_tranquilas,ficha_oleaje,filtro_baja_ocupacion,filtro_banderas_azules,filtro_nudista,ficha_nudismo,filtro_playa_piedras,filtro_playa_arena,ficha_tipo_playa,filtro_extensas_1km,ficha_longitud,ficha_anchura_max,filtro_acantilado_montana,filtro_dunas,ficha_entorno,filtro_paseo_completo,ficha_paseo,filtro_playa_aislada,ficha_urbanizacion,ficha_entorno_protegido,filtro_alquiler_nautico,filtro_club_náutico,filtro_fondo_barcos,filtro_submarinismo,filtro_surf,filtro_zona_deportiva,carretera,formas_acceso,transporte_publico,advertencia_acceso,hospital,distancia_hospital,filtro_canina,ficha_canina,cod_ine,mun_ine
2685,2702,-0.733399999570713,37.6734999991679,Murcia,Murcia,San Javier,Playa Aliseos,Playa Aliseos (San Javier),0.25,Medio,n,n,n,n,n,s,n,s,n,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,800 metros,10 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Semiurbana,n,n,s,s,n,n,n,Autovía de La Manga - MU-312. Gran Vía Salida 41 - Camino Sotavento,"Acceso en coche, barco y a pie (fácil)",s,,Santa Lucía,40 km,n,no permitido,30035,
2686,2703,-0.733000000435951,37.6688999987594,Murcia,Murcia,San Javier,Playa de la Isla,Playa de la Isla (San Javier),0.25,Medio,n,n,n,n,n,s,n,s,n,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,300 metros,10 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,n,n,n,n,n,n,Autovía de La Manga - MU-312. Gran Vía Salida 41 - Camino Sotavento,"Acceso en coche, barco y a pie (fácil)",s,,Santa Lucía,40 km,n,no permitido,30035,
2687,2704,-0.813300000339831,37.7692999989513,Murcia,Murcia,San Javier,La Hita,La Hita (San Javier),3.25,Medio,n,n,n,s,n,n,n,n,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,500 metros,10 metros,n,n,Humedal,n,Sin paseo marítimo,s,Aislada,s,n,n,s,n,n,n,AP-7,Acceso en coche y a pie (fácil),s,,Hosp. General Universitario Los Arcos del Mar Menor,8 km,n,no permitido,30035,
2688,2705,-0.803100000394558,37.7963999987506,Murcia,Murcia,San Javier,Barnuevo,Barnuevo (San Javier),9.25,Alto,s,s,s,s,s,s,n,s,s,s,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena oscura,n,300 metros,25 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,s,s,n,n,s,AP-7,Acceso en coche y a pie (fácil),s,,Hosp. General Universitario Los Arcos del Mar Menor,6 km,n,no permitido,30035,
2689,2706,-0.803100000394558,37.7982999987859,Murcia,Murcia,San Javier,El Pescador,El Pescador (San Javier),7.25,Medio,s,s,n,s,s,s,n,s,n,s,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena oscura,n,230 metros,20 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,s,s,n,n,s,AP-7,Acceso en coche y a pie (fácil),s,,Hosp. General Universitario Los Arcos del Mar Menor,6 km,n,no permitido,30035,
2690,2707,-0.799900000129915,37.8041999989192,Murcia,Murcia,San Javier,Colón,Colón (San Javier),9.25,Alto,s,s,s,s,s,s,n,s,s,s,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena oscura,n,985 metros,30 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,s,n,n,n,s,AP-7,Acceso en coche y a pie (fácil),s,,Hosp. General Universitario Los Arcos del Mar Menor,"6,5 km",n,no permitido,30035,
2691,2708,-0.79239999995877,37.8131999988297,Murcia,Murcia,San Javier,Castillico,Castillico (San Javier),10.00,Alto,s,s,s,s,s,s,s,s,s,s,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena oscura,n,450 metros,40 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,s,s,n,n,n,AP-7,Acceso en coche y a pie (fácil),s,,Hosp. General Universitario Los Arcos del Mar Menor,7 km,n,no permitido,30035,
2692,2709,-1.46640000000666,37.4788999990567,Murcia,Murcia,Lorca,Playa Larga,Playa Larga (Lorca),1.85,Bajo,n,n,n,s,n,n,n,n,n,n,s,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de piedras y arena oscura,n,600 metros,7 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,RM-D20,"Acceso en coche, barco y a pie (fácil)",n,,Rafael Méndez,45 km,s,parcial,30024,
2693,2710,-1.46219999965932,37.4832999994056,Murcia,Murcia,Lorca,Cala Blanca,Cala Blanca (Lorca),1.85,Medio,n,n,n,s,n,n,n,n,n,n,s,s,Oleaje moderado,n,n,n,no permitido,s,n,Playa de rocas y arena oscura,n,75 metros,35 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,RM-D20,"Acceso en coche, barco y a pie (fácil)",n,,Rafael Méndez,45 km,n,no permitido,30024,
2694,2711,-1.45940000032607,37.4867999992252,Murcia,Murcia,Lorca,Los Hierros,Los Hierros (Lorca),1.85,Bajo,n,n,n,s,n,n,n,n,n,n,s,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas y arena oscura,n,380 metros,18 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,RM-D20,"Acceso en coche, barco y a pie (fácil)",s,,Rafael Méndez,45 km,n,no permitido,30024,
2695,2712,-1.45669999965361,37.4889999991113,Murcia,Murcia,Lorca,Cala Leña,Cala Leña (Lorca),1.75,Bajo,n,n,n,s,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de piedras y arena oscura,n,55 metros,8 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,RM-D20,Acceso en barco y a pie (difícil),n,,Rafael Méndez,45 km,n,no permitido,30024,
2696,2713,-1.44989999998953,37.4925999990614,Murcia,Murcia,Lorca,Cala de la Gruta,Cala de la Gruta (Lorca),1.75,Bajo,n,n,n,s,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de piedras y rocas,n,40 metros,8 metros,s,n,Humedal y montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,RM-D20,"Acceso en coche, barco y a pie (fácil)",n,,Rafael Méndez,45 km,n,no permitido,30024,
2593,2714,-1.447800000265,37.4935999991801,Murcia,Murcia,Lorca,Cala Junquera,Cala Junquera (Lorca),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas y arena clara,n,40 metros,5 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,RM-D20,Acceso en barco y a pie (difícil),n,,Rafael Méndez,45 km,n,no permitido,30024,
2594,2715,-1.44239999981838,37.4955999991627,Murcia,Murcia,Lorca,Playa del Pelo,Playa del Pelo (Lorca),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas y arena clara,n,20 metros,9 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,RM-D20,Acceso en barco y a pie (difícil),n,,Rafael Méndez,45 km,n,no permitido,30024,
2697,2716,-1.44139999973568,37.4975999990384,Murcia,Murcia,Lorca,Playa Baja Mar,Playa Baja Mar (Lorca),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,n,s,Playa de arena dorada,n,300 metros,7 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,RM-D20,Acceso exclusivo a pie (difícil),n,Acceso exclusivo a pie,Rafael Méndez,48 km,n,no permitido,30024,
2698,2717,-1.43279999992271,37.5010999987487,Murcia,Murcia,Lorca,Cala Honda,Cala Honda (Lorca),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,s,n,n,no permitido,s,n,Playa de piedras y arena oscura,n,100 metros,20 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,RM-D21,Acceso exclusivo a pie (difícil),n,Acceso exclusivo a pie,Rafael Méndez,48 km,n,no permitido,30024,
2699,2718,-1.42449999968542,37.5038999989812,Murcia,Murcia,Lorca,Siscal,Siscal (Lorca),1.85,Medio,n,n,n,s,n,n,n,n,n,n,s,s,Oleaje moderado,n,n,n,no permitido,s,n,Playa de piedras y arena dorada,n,155 metros,22 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,s,n,n,n,RM-D21,"Acceso en coche, barco y a pie (fácil)",n,,Rafael Méndez,48 km,n,no permitido,30024,
2700,2719,-1.42289999955311,37.5030999988381,Murcia,Murcia,Lorca,San Pedro,San Pedro (Lorca),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas y arena oscura,n,30 metros,6 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,RM-D21,Acceso exclusivo a pie (difícil),n,Acceso exclusivo a pie,Rafael Méndez,48 km,n,no permitido,30024,
2701,2720,-1.41859999964661,37.5055999987934,Murcia,Murcia,Lorca,Baño de las Mujeres,Baño de las Mujeres (Lorca),2.6,Medio,n,n,n,s,s,n,n,n,n,n,s,n,Aguas tranquilas,n,n,n,no permitido,s,n,Playa de piedras y arena dorada,n,40 metros,30 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,RM-D21,"Acceso en coche, barco y a pie (fácil)",n,,Rafael Méndez,48 km,n,no permitido,30024,
2663,2721,-1.41589999987248,37.5070999993443,Murcia,Murcia,Lorca,Calnegre,Calnegre (Lorca),6.50,Medio,n,s,n,s,s,s,n,s,s,n,s,n,Aguas tranquilas,n,s,n,no permitido,n,s,Playa de arena dorada,n,190 metros,38 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,RM-D21,Acceso en coche y a pie (fácil),s,,Rafael Méndez,48 km,n,no permitido,30024,
2702,2722,-1.40149999957983,37.5103999989273,Murcia,Murcia,Lorca,Puntas de Calnegre,Puntas de Calnegre (Lorca),5.00,Medio,n,s,n,s,s,s,n,s,s,s,s,s,Oleaje moderado,n,n,n,no permitido,s,n,Playa de piedras y arena dorada,s,1.100 metros,30 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,n,n,s,RM-D21,"Acceso en coche, barco y a pie (fácil)",s,,Rafael Méndez,48 km,n,no permitido,30024,
2704,2723,-1.39329999979996,37.5221999987365,Murcia,Murcia,Mazarrón,Parazuelos,Parazuelos (Mazarrón),1.75,Bajo,n,n,n,s,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas y arena dorada,n,900 metros,30 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,N-332,"Acceso en coche, barco y a pie (fácil)",s,,Rafael Méndez,48 km,n,no permitido,30026,
2705,2724,-1.38890000033437,37.5256999992407,Murcia,Murcia,Mazarrón,El Palomarico,El Palomarico (Mazarrón),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,n,s,Playa de arena dorada,n,90 metros,20 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,N-332,Acceso exclusivo a pie (difícil),n,Acceso exclusivo a pie,Rafael Méndez,48 km,n,no permitido,30026,
2706,2725,-1.38389999992084,37.5280999988661,Murcia,Murcia,Mazarrón,Minas,Minas (Mazarrón),0,Medio,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,n,n,n,no permitido,n,s,Playa de arena dorada,n,115 metros,20 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,N-332,Acceso exclusivo a pie (fácil),n,Acceso exclusivo a pie,Rafael Méndez,50 km,n,no permitido,30026,
2707,2726,-1.38149999972235,37.5298999993829,Murcia,Murcia,Mazarrón,Percheles,Percheles (Mazarrón),2.85,Alto,n,n,n,s,n,n,n,n,s,s,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,290 metros,84 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,N-332 /RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",n,,Rafael Méndez,50 km,n,no permitido,30026,
2708,2727,-1.37550000012445,37.531499999312,Murcia,Murcia,Mazarrón,Ballenato,Ballenato (Mazarrón),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas y arena dorada y oscura,n,200 metros,17 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,N-332 / RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",n,,Santa Lucía,46 km,n,no permitido,30026,
2709,2728,-1.37329999994247,37.5321999990848,Murcia,Murcia,Mazarrón,Las Chapas,Las Chapas (Mazarrón),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas y arena dorada,n,210 metros,20 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,N-332 /RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",n,,Santa Lucía,46 km,n,no permitido,30026,
2710,2729,-1.36880000001946,37.5387999987547,Murcia,Murcia,Mazarrón,Las Covaticas,Las Covaticas (Mazarrón),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas y arena dorada,s,1.958 metros,40 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,N-332 /RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",n,,Santa Lucía,46 km,s,completa,30026,
2711,2730,-1.35570000028351,37.5499999991172,Murcia,Murcia,Mazarrón,Cabezo de la Pelea,Cabezo de la Pelea (Mazarrón),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas y arena dorada,s,1.750 metros,18 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,N-332 / RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",n,,Santa Lucía,45 km,n,no permitido,30026,
2712,2731,-1.35000000026125,37.5534999990171,Murcia,Murcia,Mazarrón,Jondón del Fondón / Playa del Fondón / Playa del Hondón del Fondón,Jondón del Fondón / Playa del Fondón / Playa del Hondón del Fondón (Mazarrón),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de piedras y arena dorada,n,150 metros,11 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,N-332 /RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",n,,Santa Lucía,44 km,n,no permitido,30026,
2713,2732,-1.34020000034904,37.557499998764,Murcia,Murcia,Mazarrón,Cala Leño,Cala Leño (Mazarrón),0.1,Bajo,n,n,n,n,n,n,n,n,n,n,s,s,Oleaje moderado,s,n,s,permitido,s,n,Playa de rocas y arena dorada,n,100 metros,12 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,N-332 /RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",n,,Santa Lucía,43 km,n,no permitido,30026,
2714,2733,-1.34359999973193,37.5556999993478,Murcia,Murcia,Mazarrón,Barranco Ancho,Barranco Ancho (Mazarrón),1.5,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,s,permitido,s,n,Playa de rocas y arena dorada,n,80 metros,17 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,N-332 / RM-3 / AP-7,Acceso en barco y a pie (fácil),n,,Santa Lucía,44 km,n,no permitido,30026,
2715,2734,-1.34109999997432,37.5570999994071,Murcia,Murcia,Mazarrón,Cala Desnuda,Cala Desnuda (Mazarrón),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,s,permitido,s,n,Playa de piedras y arena oscura,n,30 metros,9 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,N-332 / RM-3 / AP-7,Acceso en barco y a pie (difícil),n,,Santa Lucía,43 km,n,no permitido,30026,
2716,2735,-1.33869999977582,37.5572999989979,Murcia,Murcia,Mazarrón,La Grúa,La Grúa (Mazarrón),0.1,Bajo,n,n,n,n,n,n,n,n,n,n,s,s,Oleaje moderado,s,n,s,permitido,s,n,Playa de piedras y arena dorada,n,85 metros,18 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,N-332 / RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",n,,Santa Lucía,43 km,n,no permitido,30026,
2717,2736,-1.33110000004559,37.5600999988576,Murcia,Murcia,Mazarrón,Playa de La Puñeta / Playa Amarilla,Playa de La Puñeta / Playa Amarilla (Mazarrón),0,Medio,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,n,n,s,permitido,s,n,Playa de rocas,n,197 metros,12 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,N-332 /RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",n,,Santa Lucía,42 km,n,no permitido,30026,
2718,2737,-1.3286999998471,37.561799999191,Murcia,Murcia,Mazarrón,Cueva Lobos,Cueva Lobos (Mazarrón),0.1,Medio,n,n,n,n,n,n,n,n,n,n,s,s,Oleaje moderado,n,n,n,no permitido,s,n,Playa de piedras y rocas,n,90 metros,16 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,N-332 / RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",n,,Santa Lucía,41 km,n,no permitido,30026,
2719,2738,-1.32119999967595,37.5633999988787,Murcia,Murcia,Mazarrón,Piedra Mala,Piedra Mala (Mazarrón),1.5,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas,n,315 metros,7 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,s,n,n,n,n,n,n,N-332 / RM-3 / AP-7,Acceso en barco y a pie (fácil),n,,Santa Lucía,41 km,n,no permitido,30026,
2720,2739,-1.31849999990179,37.5623999990952,Murcia,Murcia,Mazarrón,El Rincón,El Rincón (Mazarrón),0.1,Medio,n,n,n,n,n,n,n,n,n,n,s,s,Oleaje moderado,n,n,n,no permitido,n,s,Playa de arena dorada,n,90 metros,15 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,n,Semiurbana,s,n,n,n,n,n,n,N-332 / RM-3 / AP-7,Acceso en barco y a pie (difícil),n,,Santa Lucía,40 km,n,no permitido,30026,
2721,2740,-1.30680000028163,37.5619999989839,Murcia,Murcia,Mazarrón,Bolnuevo,Bolnuevo (Mazarrón),7.75,Alto,s,s,s,s,s,s,n,s,s,s,s,s,Oleaje moderado,n,n,n,no permitido,n,s,Playa de arena dorada,s,1.600 metros,84 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,n,n,n,n,n,n,N-332 / RM-3 / AP-7. Acceso Ctra. D-6 Av. Bolnuevo.,"Acceso en coche, barco y a pie (fácil)",s,,Santa Lucía,40 km,n,no permitido,30026,
2722,2741,-1.29190000039677,37.5604999992003,Murcia,Murcia,Mazarrón,El Castellar,El Castellar (Mazarrón),8.50,Alto,s,s,s,s,s,s,s,s,s,s,s,s,Oleaje moderado,n,s,n,no permitido,s,n,Playa de piedras y arena dorada,s,1.170 metros,26 metros,n,n,Entorno urbano,s,Paseo marítimo parcial,n,Urbana,n,s,n,n,n,s,n,N-332 / RM-3 / AP-7. Acceso Ctra. D-6 Av. Bolnuevo - Urbanización Castellar.,"Acceso en coche, barco y a pie (fácil)",s,,Santa Lucía,38 km,s,parcial,30026,
2723,2742,-1.28400000019256,37.5590999989313,Murcia,Murcia,Mazarrón,Nares,Nares (Mazarrón),6.75,Alto,s,s,n,s,s,s,n,s,s,s,s,n,Aguas tranquilas,n,n,n,no permitido,s,n,Playa de piedras y arena dorada,n,400 metros,45 metros,n,n,Entorno urbano,s,Paseo marítimo parcial,n,Urbana,n,n,n,n,n,n,n,"N-332 / RM-3 / AP-7. Acceso Ctra. D-6 Av. Bolnuevo ""Urbanización Bahía"".","Acceso en coche, barco y a pie (fácil)",s,,Santa Lucía,38 km,n,no permitido,30026,
2724,2743,-1.2803000003357,37.5593999989654,Murcia,Murcia,Mazarrón,La Pava,La Pava (Mazarrón),6.00,Alto,s,s,n,s,n,s,n,s,s,s,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,100 metros,30 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,s,n,n,n,n,n,N-332 / RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",s,,Santa Lucía,38 km,n,no permitido,30026,
2725,2744,-1.27719999963018,37.5597999987935,Murcia,Murcia,Mazarrón,Junta de Los Mares / La Reya,Junta de Los Mares / La Reya (Mazarrón),7.75,Alto,s,s,s,s,s,s,n,s,s,s,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada y fina,n,400 metros,30 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,s,n,n,n,s,n,N-332 / RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",s,,Santa Lucía,37 km,n,no permitido,30026,
2726,2745,-1.27489999988912,37.5584999988,Murcia,Murcia,Mazarrón,Bahía,Bahía (Mazarrón),6.75,Alto,s,s,n,s,s,s,n,s,s,n,s,n,Aguas tranquilas,n,s,n,no permitido,n,s,Playa de arena dorada y fina,n,190 metros,21 metros,n,n,Entorno urbano,s,Paseo marítimo parcial,n,Urbana,n,s,s,n,s,n,n,"N-332 / RM-3 / AP-7. Acceso Ctra. D-6 - Av. Bolnuevo ""Urbanización Bahía""","Acceso en coche, barco y a pie (fácil)",s,,Santa Lucía,37 km,n,no permitido,30026,
2727,2746,-1.27260000014805,37.5592999988509,Murcia,Murcia,Mazarrón,La Ermita,La Ermita (Mazarrón),6.75,Alto,s,s,s,s,s,s,n,s,n,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,100 metros,14 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,s,n,s,n,n,N-332 / RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",s,,Santa Lucía,37 km,n,no permitido,30026,
2728,2747,-1.26630000007615,37.5597999987935,Murcia,Murcia,Mazarrón,La Isla,La Isla (Mazarrón),7.75,Alto,s,s,s,s,s,s,n,s,s,s,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,600 metros,100 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,s,n,n,n,n,s,N-332 / RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",s,,Santa Lucía,37 km,n,no permitido,30026,
2729,2748,-1.25679999973961,37.5673999990695,Murcia,Murcia,Mazarrón,Puerto de Mazarrón / Puerto Rihuete(Paseo Fco. Mtnez. Muñoz),Puerto de Mazarrón / Puerto Rihuete(Paseo Fco. Mtnez. Muñoz) (Mazarrón),6.75,Alto,s,s,n,s,s,s,n,s,s,s,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada y oscura,n,420 metros,40 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,s,n,s,n,n,N-332 /RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",n,,Santa Lucía,36 km,n,no permitido,30026,
2730,2749,-1.25360000037326,37.5704999990469,Murcia,Murcia,Mazarrón,Playa del Rihuete / Puerto Rihuete,Playa del Rihuete / Puerto Rihuete (Mazarrón),7.75,Alto,s,s,s,s,s,s,n,s,s,s,s,n,Aguas tranquilas,n,s,n,no permitido,n,s,"Playa de arena dorada, oscura y fina",n,600 metros,18 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,s,n,n,n,n,N-332 / RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",n,,Santa Lucía,36 km,n,no permitido,30026,
2731,2750,-1.24969999960155,37.5712999991121,Murcia,Murcia,Mazarrón,Gachero,Gachero (Mazarrón),0.1,Bajo,n,n,n,n,n,n,n,n,n,n,s,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas,n,350 metros,4 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,n,n,n,n,n,n,N-332 / RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",s,,Santa Lucía,35 km,s,parcial,30026,
2732,2751,-1.24470000008636,37.5765999988414,Murcia,Murcia,Mazarrón,El Alamillo,El Alamillo (Mazarrón),6.00,Medio,n,s,s,s,s,s,n,s,s,s,s,s,Oleaje moderado,n,s,n,no permitido,s,n,Playa de rocas y arena dorada,n,600 metros,14 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,s,n,n,n,n,n,N-332 / RM-3 / AP-7,"Acceso en coche, barco y a pie (fácil)",s,,Santa Lucía,35 km,n,no permitido,30026,
2733,2752,-1.2390000000641,37.577899999076,Murcia,Murcia,Mazarrón,Negra,Negra (Mazarrón),1.6,Medio,n,n,n,n,n,n,n,n,n,n,s,s,Oleaje moderado,n,n,n,no permitido,n,s,Playa de arena dorada,n,140 metros,30 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,N-332 / E-22,Acceso en barco y a pie (fácil),s,,Santa Lucía,34 km,n,no permitido,30026,
2734,2753,-1.23450000014108,37.5760999991701,Murcia,Murcia,Mazarrón,La Raja,La Raja (Mazarrón),1.75,Bajo,n,n,n,s,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de piedras y rocas,n,500 metros,10 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,N-332 / E-22,"Acceso en coche, barco y a pie (fácil)",s,,Santa Lucía,34 km,n,no permitido,30026,
