direccion,mun_clean,codigo_postal,provincia,gasolina_95,gasolina_98,diesel,diesel_premium,lon,lat,rotulo,horario,ultimo_dato
"Calle Crucero, 12",Muro,07408,Balears (Illes),1.889,2.049,1.779,1.849,3.109972,39.814250,LAS GAVIOTAS,L-D: 06:00-20:00,2023-09-01 00:00
"Calle Cruz Blanca, 40",Antequera,29200,Málaga,1.809,1.951,1.709,1.799,-4.559583,37.022972,BP  LA VEGA DE ANTEQUERA,L-D: 24H,2023-09-01 00:00
"Calle Cruz De La Calzada Pelaga, S/N",Chiclana De La Frontera,11130,Cádiz,1.819,1.869,1.709,1.799,-6.130472,36.407694,GALP,L-D: 24H,2023-08-29 16:19
"Calle Cruz De La, 68",Torremolinos,29620,Málaga,1.754,1.894,1.659,1.739,-4.499417,36.625250,SHELL,L-D: 06:00-00:00,2023-08-31 14:00
"Calle Cruz De Las Carreras P9-10-11, 9",Arcos De La Frontera,11630,Cádiz,1.639,NA,1.499,NA,-5.821278,36.754889,BALLENOIL,L-D: 24H,2023-08-31 11:00
"Calle Cruz Roja, 9",Palencia,34003,Palencia,1.659,NA,1.539,NA,-4.528639,42.020333,PLENOIL,L-D: 24H,2023-08-31 03:00
"Calle Cruz, 48",Riolobos,10693,Cáceres,1.716,NA,1.623,NA,-6.309500,39.920861,SOC. COOP. Nª SRA. ARGAMASA,L-S: 08:00-14:00 y 16:00-19:00,2023-08-30 08:00
"Calle Cruz, S/N",Girona,17002,Girona,1.829,1.989,1.659,1.719,2.823750,41.975250,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Ctra De Vic, 163",Manresa,08240,Barcelona,1.779,1.899,1.615,1.675,1.835306,41.731361,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Ctra La Solana, 56",Manzanares,13200,Ciudad Real,1.739,1.859,1.649,1.749,-3.363361,38.997972,REPSOL,L-D: 06:30-22:30,2023-09-01 00:00
"Calle Ctra Talavera, 4",La Pueblanueva,45690,Toledo,1.799,NA,1.699,1.789,-4.681778,39.908778,CEPSA,L-S: 07:00-14:00 y 16:00-19:00,2023-08-30 09:22
"Calle Ctra Vella De Valencia, 5",Tarragona,43006,Tarragona,1.829,1.971,1.659,1.749,1.233139,41.115944,BP TARRAGONA CITY,L-D: 24H,2023-09-01 00:00
"Calle Ctra. Antigua De Barcelona, 4",Rafelbunyol,46138,Valencia / València,1.779,NA,1.659,1.719,-0.324111,39.585111,PETRONOR,L-V: 06:00-22:00; S-D: 08:00-10:00,2023-09-01 00:00
"Calle Ctra. Aranda, 4",Cantalejo,40320,Segovia,1.639,NA,1.489,NA,-3.928306,41.264000,G CANTALEJO,L-D: 24H,2023-08-30 10:10
"Calle Ctra. Borriol Yb, 16",Castelló De La Plana,12006,Castellón / Castelló,1.659,1.809,1.539,1.579,-0.057528,39.993778,BENCINAS BORRIOL,L-D: 24H,2023-08-29 13:02
"Calle Ctra. C-417, Pk. Km 17,, 17",Bolaños De Calatrava,13260,Ciudad Real,1.729,1.859,1.639,1.709,-3.677333,38.904139,Q8,L-D: 24H,2023-08-31 15:45
"Calle Ctra. Cabañas, 2",Ocaña,45300,Toledo,1.619,NA,1.519,NA,-3.505500,39.953806,BALLENOIL,L-D: 24H,2023-08-31 11:00
"Calle Ctra. De Jaen, 79",Albacete,02006,Albacete,1.769,1.899,1.679,1.749,-1.883694,38.988111,REPSOL,L-D: 06:00-23:00,2023-08-30 06:00
"Calle Ctra. De Montblanc, 34",Valls,43800,Tarragona,1.799,1.919,1.649,1.709,1.249472,41.288500,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Ctra. De Tarragona, 28",Valls,43800,Tarragona,1.799,1.919,1.649,1.709,1.246944,41.278583,REPSOL,L-S: 06:00-22:00; D: 07:00-22:00,2023-09-01 06:00
"Calle Ctra. N-435, Pk Km 70,9, 70",Jerez De Los Caballeros,06380,Badajoz,1.789,NA,1.679,1.749,-6.782750,38.323611,Q8,L-D: 24H,2023-08-31 15:45
"Calle Cuatro Esquinas Esquina Luis Sevilla, S/N",Puebla De Don Rodrigo,13109,Ciudad Real,NA,NA,1.509,NA,-4.616917,39.086583,"MONTES NORTE ENERGETICOS, S.L.",L-D: 24H,2023-08-30 15:07
"Calle Cuatro Vientos 228, S/N",El Ejido,04700,Almería,1.559,NA,1.458,1.508,-2.831861,36.768917,E.S CAMPOEJIDO LAS PEÑAS,L-D: 24H,2023-08-30 09:58
"Calle Cuenca, 65",Alaquàs,46970,Valencia / València,1.599,NA,1.469,NA,-0.468472,39.456694,BALLENOIL,L-D: 24H,2023-08-31 11:28
"Calle Cuenca, 95",Alaquàs,46970,Valencia / València,1.615,NA,1.499,NA,-0.472000,39.455861,ECOIL LEVANTE,L-D: 24H,2023-08-29 18:24
"Calle Cuesta De La Pila, S/N",Moguer,21800,Huelva,NA,NA,1.435,NA,-6.828917,37.286333,SAT LTDA GRUFESA,L: 24H,2023-08-29 15:38
"Calle Cuesta De Las Narices, 11",Altea,03590,Alicante,1.665,NA,1.525,NA,-0.056056,38.594194,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Cuesta De Los Callejones, 0",Almería,04009,Almería,1.779,1.921,1.709,1.799,-2.448639,36.865528,BP RAMBLA INIESTA,L-D: 24H,2023-09-01 00:00
"Calle Daniel Del Olmo González, 16",Valladolid,47008,Valladolid,1.599,NA,1.439,NA,-4.732500,41.627528,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Daniel Fahrenheit, 2",Plasencia,10600,Cáceres,1.749,1.899,1.749,1.819,-6.104750,40.014778,BP E.S. LAS CIGÜEÑAS,L-D: 06:00-23:00,2023-08-29 17:30
"Calle Dauradors, 8",Vinaròs,12500,Castellón / Castelló,1.547,NA,1.417,NA,0.452861,40.455333,AUTOIL VINARÓS,L-D: 24H,2023-08-31 09:55
"Calle De La Bassa Del Canem, 22",Banyoles,17820,Girona,1.639,NA,1.549,NA,2.775639,42.112611,ESCLATOIL,L-D: 24H,2023-08-29 18:00
"Calle De La Fundicion, 53",Rivas-Vaciamadrid,28522,Madrid,1.809,NA,1.709,NA,-3.539361,40.351194,CEPSA,L-D: 24H,2023-08-31 14:20
"Calle De La Trilla, 1",Morón De La Frontera,41530,Sevilla,1.708,NA,1.648,1.748,-5.461528,37.125722,GALP,L-D: 07:00-23:00,2023-08-30 09:00
"Calle De La Via, 98",Cassà De La Selva,17244,Girona,1.666,NA,1.498,NA,2.865194,41.890417,ANEUOIL,L-D: 24H,2023-08-29 12:25
"Calle De Les Fonts, 7",Pont De Vilomara I Rocafort (El),08254,Barcelona,1.619,NA,1.549,NA,1.873167,41.705833,LOW COST FUEL,L-D: 24H,2023-08-29 16:29
"Calle De Lluis Companys, 14,16",Olot,17600,Girona,1.629,NA,1.539,1.589,2.473250,42.189944,ESCLATOIL,L-D: 24H,2023-08-29 18:00
"Calle De Los Herradores, 1",San Fernando De Henares,28830,Madrid,1.759,1.889,1.759,1.789,-3.498694,40.442972,REPSOL SAN FERNANDO 365,L-D: 24H,2023-09-01 00:00
"Calle De Los Transportistas, 20",Numancia De La Sagra,45230,Toledo,1.689,NA,1.599,NA,-3.865806,40.084333,ECOSUMINISTROS 24 H K40,L-D: 24H,2023-08-30 14:49
"Calle De Rocafort, 123",Sabadell,08205,Barcelona,1.759,1.879,1.649,1.709,2.100194,41.533333,SHELL ROCBLUME,L-D: 24H,2023-08-30 13:25
"Calle De Valencia, 4",Burjassot,46100,Valencia / València,1.804,1.944,1.644,1.714,-0.401167,39.500111,GALP,L-V: 06:00-22:00; S-D: 07:00-22:00,2023-09-01 06:10
"Calle Deba, 1",Vitoria-Gasteiz,01013,Araba/Álava,1.809,1.951,1.729,1.819,-2.656861,42.856194,BP  SALBURUA,L-D: 24H,2023-09-01 00:00
"Calle Dehesa De Las Yeguas, 4",Écija,41409,Sevilla,1.659,NA,1.519,NA,-5.155444,37.521972,BQP FUEL,L-D: 06:00-22:00,2023-08-30 20:27
"Calle Deida, 4",San Millán/Donemiliaga,01207,Araba/Álava,NA,NA,1.649,NA,-2.314083,42.871167,VALCARCE,L-D: 24H,2023-09-01 00:01
"Calle Deida, 6",Asparrena,01250,Araba/Álava,NA,NA,1.643,NA,-2.312056,42.870861,ADS,L-D: 24H,2023-08-31 09:18
"Calle Del Cedro, 5",Ciempozuelos,28350,Madrid,1.639,NA,1.559,NA,-3.629861,40.166194,ALCAMPO,L-S: 06:00-00:00; D: 08:00-00:00,2023-08-30 15:15
"Calle Del Doctor, Sn",Huelva,21005,Huelva,1.744,NA,1.664,NA,-6.930278,37.279722,SHELL,L-D: 24H,2023-08-31 14:00
"Calle Del Paraiso, S/N",Ciempozuelos,28350,Madrid,1.629,NA,1.527,NA,-3.634278,40.165861,PLENOIL,L-D: 24H,2023-08-31 12:00
"Calle Del Porvenir, 117",Andosilla,31261,Navarra,NA,NA,NA,NA,-1.951583,42.375806,COOPERATIVA CARCAR,L-D: 24H,2023-08-31 09:57
"Calle Del Santo, S/N",Villafranca De Los Caballeros,45730,Toledo,1.614,NA,1.452,NA,-3.364028,39.432333,UNION AGRICULTORES VILLAFRANCA,L-D: 24H,2023-08-30 16:15
"Calle Del Transport, 25",Muro De Alcoy,03830,Alicante,1.609,NA,1.509,NA,-0.447417,38.779500,"GASOLPOP,S.L.",L-D: 24H,2023-08-30 12:58
"Calle Del Trigo, 5",Leganés,28914,Madrid,1.629,NA,1.539,1.549,-3.779111,40.327139,BALLENOIL,L-D: 24H,2023-08-31 11:00
"Calle Del Vino, 1",La Puebla De Almoradiel,45840,Toledo,1.570,NA,1.480,NA,-3.111673,39.595466,COOP.NTRA.SRA.DEL EGIDO,L-D: 24H,2023-08-31 09:08
"Calle Del, 1",Caminreal,44350,Teruel,NA,NA,NA,NA,-1.316222,40.837056,CEREALES TERUEL,L-D: 24H,2023-08-29 21:00
"Calle Dels Coeters, 14",València,46014,Valencia / València,1.849,1.991,1.699,1.789,-0.404306,39.457000,BP CASTILVIEJO,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Dels Dauradors, 16",Vinaròs,12500,Castellón / Castelló,1.545,NA,1.419,NA,0.450000,40.456750,GM OIL,L-D: 24H,2023-08-31 14:45
"Calle Dels Pintors, 5",Almoines,46723,Valencia / València,1.599,NA,1.467,NA,-0.180333,38.949389,BALLENOIL,L-D: 24H,2023-08-30 11:03
"Calle Dels Salincs, 11",Begur,17255,Girona,1.666,NA,1.498,NA,3.159889,41.935583,ANEU OIL,L-D: 24H,2023-08-29 12:22
"Calle Dels Satèl.lits, 33",La Garriga,08530,Barcelona,1.659,1.859,1.559,1.689,2.281417,41.678611,SHELL,L-D: 24H,2023-08-31 17:10
"Calle Dels Teulers, 2",Ferreries,07750,Balears (Illes),1.969,NA,1.799,NA,4.020917,39.987750,E.S. FERRERIES,L-D: 07:00-22:00,2023-08-29 09:58
"Calle Demostones Esq. Jenofontes, S/N",Málaga,29010,Málaga,1.819,1.969,1.729,1.789,-4.484278,36.718500,REPSOL,L-D: 24H,2023-09-01 00:00
"Calle Des Jondal, 73",Eivissa,07800,Balears (Illes),1.749,NA,1.669,NA,1.410306,38.908806,"CARBURANTES IBIZA, S.L.",L-D: 07:00-23:00,2023-08-30 08:26
"Calle Des Llauradors, 19",Sant Antoni De Portmany,07816,Balears (Illes),1.869,2.019,1.749,1.839,1.412750,38.942750,BP,L-D: 07:00-23:00,2023-08-31 00:00
"Calle Desmond Tutu, 15",La Zubia,18140,Granada,1.719,NA,1.619,NA,-3.584250,37.130194,HAFESA OIL,L-S: 06:30-22:30; D: 07:30-22:30,2023-08-31 14:37
"Calle Desviacion, S/N.",Corral De Almaguer,45880,Toledo,NA,NA,1.508,NA,-3.173284,39.762105,COOP. NTRA.SRA. DE LA PAZ,L-D: 24H,2023-08-29 11:42
"Calle Devesa, 2",A Pobra Do Caramiñal,15940,Coruña (A),1.789,1.919,1.719,1.809,-8.942778,42.598500,REPSOL,L-V: 07:00-23:00; S: 08:00-23:00; D: 08:30-23:00,2023-08-31 08:55
"Calle Diagonal, 15",Sant Joan D'alacant,03550,Alicante,1.599,NA,1.499,NA,-0.430528,38.397250,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Diderot, 66",Málaga,29004,Málaga,1.619,NA,1.499,1.499,-4.474944,36.694444,E.S. LAS PALMERAS,L-V: 05:00-22:00; S: 05:00-20:00; D: 09:00-14:00,2023-08-30 10:35
"Calle Diego Vega Sarmiento, 70",Las Palmas De Gran Canaria,35011,Palmas (Las),1.274,1.394,1.264,1.359,-15.435389,28.101306,DISA EL DRAGON,L-D: 06:00-22:00,2023-08-30 14:59
"Calle Diesel, 9",Getafe,28909,Madrid,1.741,1.905,1.639,1.729,-3.702306,40.297083,CONFORT AUTO,L-V: 06:00-22:00; S: 08:00-13:00,2023-08-30 13:50
"Calle Dinamarca, S/N",Utebo,50180,Zaragoza,1.558,NA,1.469,NA,-1.019611,41.710833,BONAREA,L-D: 24H,2023-08-29 10:30
"Calle Diputacion, 16",Villanueva De Castellón,46270,Valencia / València,1.785,1.905,1.679,1.739,-0.508222,39.076389,REPSOL,L-D: 00:00-00:01,2023-09-01 00:00
"Calle Diputacion, 371",Barcelona,08013,Barcelona,1.869,2.009,1.699,1.789,2.175167,41.396722,REPSOL,L-D: 24H,2023-09-01 00:00
"Calle Diputacion, 9",Barcelona,08014,Barcelona,1.829,NA,1.685,1.749,2.148806,41.376750,CEPSA,L-V: 09:00-14:00 y 17:00-20:00,2023-09-01 00:00
"Calle Doctor Aiguader, 50",Barcelona,08003,Barcelona,NA,NA,NA,NA,2.189806,41.383556,NATURGY,L-D: 24H,2023-08-29 00:00
"Calle Doctor Bartrina, 10",Olot,17800,Girona,1.699,1.819,1.599,1.629,2.475611,42.189417,PREMIRA,L-D: 24H,2023-08-29 12:18
"Calle Doctor Casares, Sn",Monforte De Lemos,27400,Lugo,1.729,1.869,1.649,1.749,-7.507361,42.529000,REPSOL,L-D: 07:00-23:00,2023-09-01 00:00
"Calle Doctor Cristobal Ruiz Mendez, 75",Estepona,29680,Málaga,1.775,1.919,1.679,1.769,-5.155750,36.423083,GALP,L-D: 24H,2023-08-29 09:59
"Calle Doctor Diaz Palacios, S,N",Sotillo De La Adrada,05420,Ávila,1.839,1.889,1.719,1.769,-4.579417,40.293194,CEPSA,L-D: 05:00-23:00,2023-08-30 23:28
"Calle Doctor Ferran, 26",Manresa,08240,Barcelona,NA,NA,1.489,NA,1.849639,41.714444,PETROMIRALLES,L-D: 24H,2023-08-31 14:00
"Calle Doctor Gomez Ulla, S/N",Madrid,28028,Madrid,1.799,NA,1.679,1.739,-3.668028,40.429667,REPSOL,L-V: 07:00-21:00; S: 08:00-14:30; D: 09:00-15:00,2023-09-01 00:00
"Calle Doctor Laureano Casquero  En  Velez-Malaga, S/N",Vélez-Málaga,29700,Málaga,1.809,1.959,1.715,1.799,-4.109972,36.782861,CARBURANTES CLAVERO - SAN SEBASTIAN,L-D: 07:00-23:00,2023-08-31 11:20
"Calle Doctor Mora Sanz, 1",Mislata,46920,Valencia / València,1.819,1.979,1.719,1.819,-0.429722,39.472083,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Doctor Ventura Alabau, 1",Alfafar,46910,Valencia / València,1.636,NA,1.466,NA,-0.382056,39.417556,VCC ALFAFAR,L-D: 24H,2023-08-29 12:29
"Calle Doctor Zamenhof, S/N",Olot,17800,Girona,1.749,NA,1.605,1.725,2.499444,42.187889,CEPSA,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Dolores Marques, 50",València,46020,Valencia / València,1.829,1.959,1.679,1.739,-0.361194,39.489583,REPSOL,L-D: 07:00-21:00,2023-09-01 00:00
"Calle Domenech I Montaner, 46",Sabadell,08205,Barcelona,1.759,NA,1.629,1.719,2.104222,41.535083,GALP,L-D: 24H,2023-09-01 06:12
"Calle Domenech I Montaner, 96",Sabadell,08205,Barcelona,1.819,1.979,1.659,1.719,2.103361,41.530222,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Domingo Elizondo, 12",Aoiz/Agoitz,31430,Navarra,1.809,NA,1.679,NA,-1.372472,42.784389,"ESTACION DE SERVICIO AOIZ, S.L.",L-S: 07:00-22:00; D: 08:00-21:00,2023-09-01 07:44
"Calle Don Francisco Carrillo De Mendoza Y Morales, 1",Ronda,29400,Málaga,1.699,NA,1.629,NA,-5.153194,36.754361,MEROIL,L-D: 24H,2023-09-01 07:00
"Calle Dr. Artero, 31",Huesca,22004,Huesca,1.739,1.899,1.689,1.729,-0.425278,42.148056,CARREFOUR,L-D: 24H,2023-08-31 10:41
"Calle Dr. Fleming, 80",La Aldea De San Nicolás,35470,Palmas (Las),1.289,1.389,1.269,1.369,-15.794972,27.989028,DISA LA ALDEA,L-D: 06:00-22:00,2023-08-31 16:42
"Calle Dr. Fleming, 86",La Aldea De San Nicolás,35470,Palmas (Las),1.289,1.419,1.269,1.369,-15.795750,27.989389,REPSOL LA ALDEA,L-S: 06:00-21:00; D: 07:00-20:00,2023-08-31 12:15
"Calle Dr. Juan Dominguez Perez, 11",Las Palmas De Gran Canaria,35008,Palmas (Las),1.309,1.429,1.289,1.399,-15.417750,28.153667,DISA EL SEBADAL,L-D: 06:00-22:00,2023-08-29 15:59
"Calle Dr. Silvestre,",Beneixama,03460,Alicante,1.539,NA,1.489,NA,-0.767750,38.701889,COOPERATIVA DIVINA AURORA,L-D: 24H,2023-08-31 09:37
"Calle Dr.sarrat, 28",Gimenells I El Pla De La Font,25112,Lleida,NA,NA,1.492,NA,0.389194,41.654056,NO TIENE,L-S: 08:00-20:00,2023-08-29 16:17
"Calle Dublin, 1",Adeje,38660,Santa Cruz De Tenerife,1.279,1.419,1.264,1.394,-16.728333,28.090222,CEPSA,L-D: 24H,2023-09-01 00:00
"Calle Dublin, 4",Alcorcón,28922,Madrid,1.739,NA,1.629,1.709,-3.837083,40.353889,CEPSA,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Duque De Liria, 132",Llíria,46160,Valencia / València,1.779,1.899,1.669,1.729,-0.602528,39.630167,PETRONOR,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Duraton, 1",Mejorada Del Campo,28840,Madrid,1.799,1.919,1.709,1.779,-3.493111,40.389944,REPSOL,L-D: 24H,2023-09-01 08:20
"Calle Dusseldorf, 1",Vitoria-Gasteiz,01010,Araba/Álava,1.809,1.941,1.695,1.761,-2.709972,42.852417,CEPSA,L-D: 06:00-23:00,2023-08-31 10:28
"Calle E, 1",Pamplona/Iruña,31012,Navarra,1.629,NA,1.479,NA,-1.684778,42.814806,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle E, 12",Móstoles,28938,Madrid,1.719,NA,1.679,NA,-3.873833,40.308444,CEPSA,L-D: 24H,2023-08-30 12:09
"Calle Ebanistas, 2",Alcorcón,28923,Madrid,NA,NA,NA,NA,-3.805444,40.342222,NATURGY,L-D: 24H,2023-08-29 00:00
"Calle Ebanistas,, 2",Alcorcón,28923,Madrid,1.789,1.899,1.699,1.759,-3.805333,40.342167,REPSOL URTINSA 365,L-D: 24H,2023-09-01 00:00
"Calle Ecuador  4-6 Poligono Industrial Oeste, 4",Alcantarilla,30520,Murcia,1.615,NA,1.495,NA,-1.202806,37.960139,CENTRO DIESEL COMBUSTIBLES MURCIANOS,L-V: 07:30-20:30; S: 08:00-13:00,2023-08-31 08:59
"Calle Ecuador, 12",Elche/Elx,03205,Alicante,1.797,1.947,1.707,1.777,-0.723750,38.264139,BP ALJUB,L-D: 07:00-23:00,2023-08-31 14:39
"Calle Ecuador, 8",Elche/Elx,03205,Alicante,1.609,NA,1.473,NA,-0.723500,38.263583,EL CANARI,L-D: 24H,2023-08-29 12:42
"Calle Edison, 2",Manresa,08240,Barcelona,1.789,1.931,1.649,1.739,1.845750,41.716722,BP BUFALVENT,L-D: 24H,2023-09-01 00:00
"Calle Eduardo Barreiros, 114",Madrid,28041,Madrid,1.619,NA,1.499,NA,-3.704694,40.356028,SUPECO,L-D: 24H,2023-08-31 11:00
"Calle Eduardo Conde, 11",Barcelona,08034,Barcelona,1.769,NA,1.599,NA,2.121611,41.392278,GARDENOIL,L-D: 24H,2023-08-30 07:50
"Calle Eduardo Queipo De Llano Caballero, 11",Málaga,29004,Málaga,1.627,NA,1.499,NA,-4.470583,36.693333,DINERGIA,L-V: 06:00-21:00; S: 09:00-15:00,2023-08-31 10:57
"Calle Efeso, 4",Sevilla,41007,Sevilla,1.799,NA,1.699,1.789,-5.963361,37.394194,CEPSA,L-V: 06:00-00:00; S-D: 00:00-02:00 y 07:00-00:00,2023-08-31 10:30
"Calle Einstein, 39",Ciudad Real,13005,Ciudad Real,1.579,NA,1.439,NA,-3.909472,38.981667,EE SS PUENTE DEL AVE,L-D: 24H,2023-08-29 10:01
"Calle Eix Transversal S/N, S/N",Tarragona,43006,Tarragona,1.613,NA,1.498,1.748,1.228250,41.108528,OIL PRIX,L-D: 24H,2023-08-31 17:00
"Calle Ejido Del Valle, S/N - Junto Recinto Ferial, S,N",Lucena,14900,Córdoba,1.754,1.886,1.659,1.721,-4.491917,37.411667,CEPSA,L-D: 06:00-22:00,2023-08-29 00:45
"Calle El Efebo, S/N",Antequera,29200,Málaga,1.799,NA,1.699,1.779,-4.534611,37.029306,REPSOL,L-D: 24H,2023-09-01 00:00
"Calle El Empalme,",Santander,39011,Cantabria,1.779,1.849,1.669,1.709,-3.853750,43.446444,CARREFOUR,L-S: 07:00-23:00; D: 09:00-21:00,2023-08-31 10:41
"Calle El Majadal Poligono Industrial Sancti-Spiritus, 8",Sancti-Spíritus,37470,Salamanca,1.739,NA,1.619,NA,-6.415611,40.701194,NIEVES,L-D: 00:00-23:59,2023-08-29 11:30
"Calle El Muladar, 8",Cehegín,30430,Murcia,NA,NA,1.475,NA,-1.782556,38.096583,VEDICAR,L-V: 07:00-22:00; S: 08:00-14:00,2023-08-30 09:51
"Calle El Palmar, 3",El Puerto De Santa María,11500,Cádiz,1.639,NA,1.559,NA,-6.210694,36.615306,Q8EASY,L-D: 24H,2023-08-31 15:45
"Calle El Pi, 1",Busot,03111,Alicante,1.759,NA,1.669,NA,-0.424194,38.477806,ATLANTIS EXPRESS,L-D: 24H,2023-08-31 17:45
"Calle El Rec Cantonada Joan Mercader, S/N",Igualada,08700,Barcelona,NA,1.746,1.449,1.479,1.613750,41.576000,PETROMIRALLES,L-D: 24H,2023-08-31 14:00
"Calle El Vago, 1",Villaquilambre,24007,León,1.769,1.839,1.649,1.699,-5.550278,42.602222,VALCARCE,L-D: 24H,2023-09-01 00:00
"Calle Electricista, 1",Villafranca De Los Barros,06220,Badajoz,1.679,NA,1.479,NA,-6.359583,38.557111,QUALITYFUEL,L-D: 24H,2023-08-29 11:12
"Calle Electricistas Los, 1",Chiclana De La Frontera,11130,Cádiz,1.649,NA,1.499,1.519,-6.139250,36.411028,BALLENOIL,L-D: 24H,2023-08-31 11:00
"Calle Electrticidad, S/N",Almendralejo,06200,Badajoz,1.769,NA,1.719,1.769,-6.408778,38.692139,GALP (E.S. ANTUNEZ),L-D: 06:00-22:00,2023-08-29 11:39
"Calle Elias Fernandez, 10",Herrumblar (El),16290,Cuenca,1.580,NA,1.500,NA,-1.623972,39.403639,NTRA. SRA DE LA ESTRELLA S. COOP. DE C-LM,L-D: 24H,2023-08-31 09:22
"Calle Eliz Kale, Sn",Zumarraga,20700,Gipuzkoa,1.804,1.944,1.714,1.774,-2.313250,43.088194,GALP,L-D: 06:00-22:00,2023-09-01 06:15
"Calle Els Poblets, 10",Ondara,03760,Alicante,1.839,NA,1.739,1.779,0.020833,38.817917,CARREFOUR,L-D: 24H,2023-08-31 10:41
"Calle Emili Grahit, 106",Girona,17003,Girona,1.829,1.971,1.669,1.759,2.843611,41.964556,BP LA CREUETA,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Emilio Baro, 69",València,46020,Valencia / València,1.794,NA,1.644,1.714,-0.360389,39.489278,GALP,L-D: 06:00-22:00,2023-09-01 06:10
"Calle Emilio Baro, 85",València,46020,Valencia / València,1.829,1.959,1.679,1.739,-0.357444,39.493750,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Emilio Cardenal, 2",Cáceres,10004,Cáceres,1.584,NA,1.534,NA,-6.366333,39.490139,GASOLINERA CÁCERES,L-D: 07:00-22:00,2023-08-31 12:58
"Calle Enebro, 17",Fuenlabrada,28942,Madrid,1.589,NA,1.437,NA,-3.823139,40.298556,PLENOIL,L-D: 24H,2023-08-31 03:00
"Calle Energia, 1",Mataró,08304,Barcelona,1.629,NA,1.448,NA,2.454250,41.550583,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Energia, 73/83",Cornellà De Llobregat,08940,Barcelona,1.819,NA,1.649,1.719,2.096222,41.352861,CEPSA,L-V: 06:00-22:00; S: 08:00-15:00,2023-08-31 06:35
"Calle Enginyer Antoni Llobet, S/N",Lleida,25001,Lleida,1.619,NA,1.529,NA,0.632167,41.602444,ESCLATOIL,L-D: 24H,2023-08-29 18:00
"Calle Enric Granados S/N, S/N",Alpicat,25110,Lleida,1.619,NA,1.529,1.579,0.557750,41.662833,ESCLATOIL,L-D: 24H,2023-08-29 18:00
"Calle Enrique Granados, 1",Pozuelo De Alarcón,28224,Madrid,1.808,1.938,1.738,1.788,-3.810972,40.456167,REPSOL,L-D: 24H,2023-08-30 07:00
"Calle Enrique Puga, Sn",Córdoba,14010,Córdoba,1.759,1.879,1.649,1.749,-4.766111,37.877056,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Es Carrero, 0",Sant Llorenç Des Cardassar,07560,Balears (Illes),1.829,NA,1.729,1.809,3.382056,39.596250,CEPSA,L-D: 24H,2023-08-31 00:00
"Calle Escofina, 17",Collado Villalba,28400,Madrid,1.809,1.951,1.699,1.789,-4.018972,40.628194,BP CARVISA,L-D: 07:00-23:00,2023-09-01 00:00
"Calle Escofina, 3",Collado Villalba,28400,Madrid,1.599,NA,1.489,NA,-4.019667,40.629583,BALLENOIL,L-V: 07:00-23:00; S-D: 09:00-23:00,2023-08-31 20:06
"Calle Escorpiones, 13",Torrevieja,03185,Alicante,1.629,NA,1.499,NA,-0.716306,37.949000,PLENOIL,L-D: 24H,2023-08-31 03:00
"Calle Espartinas, S/N",Seseña,45223,Toledo,1.779,1.919,1.639,1.719,-3.682861,40.105444,SHELL,L-D: 06:00-00:00,2023-08-31 15:00
"Calle España, S/N",Isla Cristina,21410,Huelva,1.819,1.939,1.699,1.799,-7.310028,37.199278,REPSOL,L-D: 07:00-22:50,2023-09-01 00:00
"Calle Espeluy, 2",Jaén,23009,Jaén,1.575,NA,1.445,NA,-3.779444,37.797972,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Espina, S/N",Fuente Álamo De Murcia,30320,Murcia,1.749,NA,1.639,1.709,-1.164889,37.723667,CEPSA,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Estacion, 40",El Escorial,28280,Madrid,1.629,NA,1.529,NA,-4.047944,40.608444,PLENOIL,L-D: 24H,2023-08-30 10:32
"Calle Estacion, S/N",Espinosa De Los Monteros,09560,Burgos,1.789,1.939,1.699,1.769,-3.542806,43.075361,A.S. LA ESTACION DE ESPINOSA,L-D: 07:00-22:00,2023-08-30 11:48
"Calle Estacion, S/N",Peníscola/Peñíscola,12598,Castellón / Castelló,1.829,NA,1.709,1.809,0.397111,40.361139,REPSOL,L-D: 07:00-22:00,2023-09-01 00:00
"Calle Estatut De Sau, 0",Torres De Segre,25170,Lleida,1.593,NA,1.511,NA,0.519000,41.533722,PONENT ENERGIA,L-D: 24H,2023-08-31 00:00
